Designator,Mid X,Mid Y,Rotation,Layer
J11,68.416899,-97.209697,180.0,bottom
J12,68.4169,-65.610299,180.0,bottom
J21,123.298964,-100.3547,180.0,bottom
J22,123.298964,-68.755311,180.0,bottom
J31,178.18104,-100.354658,180.0,bottom
J32,178.18104,-68.7553,180.0,bottom
J41,233.0631,-97.2097,180.0,bottom
J42,233.0631,-65.6103,180.0,bottom
