timestamp,n,m,ph1,ph2,ph3,ph4,power_dbm,freq_hz
2026-04-07T18:40:10.472432,0,0,0,0,0,0,-76.3400,2345000000.00
2026-04-07T18:40:11.564448,0,1,0,1,2,3,-80.1500,2345000000.10
2026-04-07T18:40:12.646777,0,2,0,2,4,6,-76.4000,2345000000.00
2026-04-07T18:40:13.733267,0,3,0,3,6,9,-71.4900,2345000000.00
2026-04-07T18:40:14.823278,0,4,0,4,8,12,-68.7700,2345000000.00
2026-04-07T18:40:15.907960,0,5,0,5,10,15,-67.0200,2345000000.00
2026-04-07T18:40:16.993411,0,6,0,6,12,18,-66.0400,2345000000.00
2026-04-07T18:40:18.086027,0,7,0,7,14,21,-65.2700,2345000000.00
2026-04-07T18:40:19.172678,0,8,0,8,16,24,-64.9600,2345000000.00
2026-04-07T18:40:20.267675,0,9,0,9,18,27,-65.0800,2345000000.00
2026-04-07T18:40:21.357484,0,10,0,10,20,30,-65.0200,2345000000.00
2026-04-07T18:40:22.455392,0,11,0,11,22,33,-65.3800,2345000000.10
2026-04-07T18:40:23.541853,0,12,0,12,24,36,-65.4900,2345000000.00
2026-04-07T18:40:24.629794,0,13,0,13,26,39,-66.8500,2345000000.00
2026-04-07T18:40:25.720881,0,14,0,14,28,42,-68.0400,2345000000.00
2026-04-07T18:40:26.812453,0,15,0,15,30,45,-70.1900,2345000000.00
2026-04-07T18:40:27.899949,0,16,0,16,32,48,-73.6600,2345000000.00
2026-04-07T18:40:28.986491,0,17,0,17,34,51,-79.3000,2345000000.19
2026-04-07T18:40:30.078259,0,18,0,18,36,54,-88.3200,2345000000.10
2026-04-07T18:40:31.167453,0,19,0,19,38,57,-79.2100,2344999999.90
2026-04-07T18:40:32.258079,0,20,0,20,40,60,-74.9200,2345000000.00
2026-04-07T18:40:33.348237,0,21,0,21,42,63,-70.9100,2345000000.00
2026-04-07T18:40:34.432525,0,22,0,22,44,2,-67.7900,2345000000.00
2026-04-07T18:40:35.522496,0,23,0,23,46,5,-66.3400,2345000000.10
2026-04-07T18:40:36.611601,0,24,0,24,48,8,-65.1600,2345000000.00
2026-04-07T18:40:37.701325,0,25,0,25,50,11,-64.3800,2345000000.00
2026-04-07T18:40:38.786987,0,26,0,26,52,14,-63.8700,2345000000.00
2026-04-07T18:40:39.873706,0,27,0,27,54,17,-63.6900,2344999999.90
2026-04-07T18:40:40.958196,0,28,0,28,56,20,-63.7300,2345000000.00
2026-04-07T18:40:42.051324,0,29,0,29,58,23,-64.0900,2345000000.19
2026-04-07T18:40:43.143580,0,30,0,30,60,26,-64.5800,2344999999.90
2026-04-07T18:40:44.244347,0,31,0,31,62,29,-65.1000,2345000000.10
2026-04-07T18:40:45.326220,0,32,0,32,0,32,-67.0400,2345000000.19
2026-04-07T18:40:46.410499,0,33,0,33,2,35,-68.9100,2345000000.10
2026-04-07T18:40:47.503838,0,34,0,34,4,38,-70.8100,2344999999.90
2026-04-07T18:40:48.590882,0,35,0,35,6,41,-74.1600,2345000000.00
2026-04-07T18:40:49.672018,0,36,0,36,8,44,-76.3000,2345000000.00
2026-04-07T18:40:50.758594,0,37,0,37,10,47,-73.8200,2345000000.10
2026-04-07T18:40:51.845993,0,38,0,38,12,50,-69.9500,2345000000.00
2026-04-07T18:40:52.930194,0,39,0,39,14,53,-67.1000,2345000000.00
2026-04-07T18:40:54.016942,0,40,0,40,16,56,-64.5800,2344999999.90
2026-04-07T18:40:55.102115,0,41,0,41,18,59,-62.9800,2345000000.10
2026-04-07T18:40:56.195273,0,42,0,42,20,62,-61.4100,2344999999.90
2026-04-07T18:40:57.278095,0,43,0,43,22,1,-59.8500,2345000000.00
2026-04-07T18:40:58.363402,0,44,0,44,24,4,-58.9100,2345000000.00
2026-04-07T18:40:59.454398,0,45,0,45,26,7,-58.1700,2345000000.00
2026-04-07T18:41:00.540703,0,46,0,46,28,10,-57.3600,2345000000.00
2026-04-07T18:41:01.622529,0,47,0,47,30,13,-57.0500,2345000000.00
2026-04-07T18:41:02.706361,0,48,0,48,32,16,-56.6700,2345000000.10
2026-04-07T18:41:03.796484,0,49,0,49,34,19,-56.7100,2344999999.90
2026-04-07T18:41:04.885423,0,50,0,50,36,22,-56.5300,2345000000.10
2026-04-07T18:41:05.975104,0,51,0,51,38,25,-56.6400,2345000000.00
2026-04-07T18:41:07.061955,0,52,0,52,40,28,-56.5300,2345000000.00
2026-04-07T18:41:08.145497,0,53,0,53,42,31,-56.9400,2345000000.10
2026-04-07T18:41:09.229206,0,54,0,54,44,34,-57.1700,2345000000.00
2026-04-07T18:41:10.316206,0,55,0,55,46,37,-57.7300,2345000000.10
2026-04-07T18:41:11.408073,0,56,0,56,48,40,-58.2700,2344999999.90
2026-04-07T18:41:12.497556,0,57,0,57,50,43,-59.2700,2345000000.10
2026-04-07T18:41:13.585741,0,58,0,58,52,46,-60.1100,2345000000.00
2026-04-07T18:41:14.675691,0,59,0,59,54,49,-61.6100,2345000000.10
2026-04-07T18:41:15.760902,0,60,0,60,56,52,-62.8200,2345000000.00
2026-04-07T18:41:16.844997,0,61,0,61,58,55,-64.7700,2345000000.10
2026-04-07T18:41:17.934467,0,62,0,62,60,58,-67.1700,2344999999.90
2026-04-07T18:41:19.020954,0,63,0,63,62,61,-70.7200,2345000000.00
2026-04-07T18:41:20.107484,16,0,16,16,16,16,-76.0800,2345000000.00
2026-04-07T18:41:21.198343,16,1,16,17,18,19,-80.3000,2345000000.00
2026-04-07T18:41:22.283646,16,2,16,18,20,22,-76.3700,2345000000.10
2026-04-07T18:41:23.375513,16,3,16,19,22,25,-71.5000,2345000000.00
2026-04-07T18:41:24.464136,16,4,16,20,24,28,-69.0000,2345000000.00
2026-04-07T18:41:25.552836,16,5,16,21,26,31,-67.1400,2345000000.00
2026-04-07T18:41:26.636537,16,6,16,22,28,34,-66.4800,2345000000.00
2026-04-07T18:41:27.718296,16,7,16,23,30,37,-65.6100,2345000000.00
2026-04-07T18:41:28.803396,16,8,16,24,32,40,-65.2700,2345000000.00
2026-04-07T18:41:29.893314,16,9,16,25,34,43,-65.2500,2345000000.00
2026-04-07T18:41:30.983640,16,10,16,26,36,46,-65.2100,2345000000.19
2026-04-07T18:41:32.073876,16,11,16,27,38,49,-65.7000,2345000000.10
2026-04-07T18:41:33.163726,16,12,16,28,40,52,-65.8800,2345000000.00
2026-04-07T18:41:34.249930,16,13,16,29,42,55,-67.1800,2345000000.00
2026-04-07T18:41:35.332217,16,14,16,30,44,58,-68.6500,2345000000.00
