timestamp,phase_1,phase_2,phase_3,phase_4,power_dbm,freq_hz
2026-04-03T17:01:27.435227,0,0,0,0,-46.4900,2345000000.00
2026-04-03T17:01:28.473278,0,0,0,0,-46.6300,2345000000.00
2026-04-03T17:01:29.512401,8,0,0,0,-46.3800,2345000000.00
2026-04-03T17:01:30.549835,16,0,0,0,-46.0800,2345000000.00
2026-04-03T17:01:31.588121,24,0,0,0,-46.2000,2345000000.00
2026-04-03T17:01:32.626522,32,0,0,0,-46.1800,2345000000.00
2026-04-03T17:01:33.663739,40,0,0,0,-46.2800,2345000000.00
2026-04-03T17:01:34.702380,48,0,0,0,-46.4200,2345000000.00
2026-04-03T17:01:35.741055,56,0,0,0,-46.6600,2345000000.00
2026-04-03T17:01:36.781739,16,0,0,0,-46.6700,2345000000.00
2026-04-03T17:01:37.817438,16,8,0,0,-46.6700,2345000000.00
2026-04-03T17:01:38.855018,16,16,0,0,-46.5400,2345000000.00
2026-04-03T17:01:39.892231,16,24,0,0,-46.5200,2345000000.00
2026-04-03T17:01:40.928858,16,32,0,0,-46.4600,2345000000.00
2026-04-03T17:01:41.965040,16,40,0,0,-46.4100,2345000000.00
2026-04-03T17:01:43.015866,16,48,0,0,-46.4800,2345000000.00
2026-04-03T17:01:44.052699,16,56,0,0,-46.3700,2345000000.00
2026-04-03T17:01:45.088845,16,56,0,0,-46.3200,2345000000.00
2026-04-03T17:01:46.123243,16,56,8,0,-46.3000,2345000000.00
2026-04-03T17:01:47.159984,16,56,16,0,-46.4100,2345000000.00
2026-04-03T17:01:48.196276,16,56,24,0,-46.3200,2345000000.00
2026-04-03T17:01:49.234688,16,56,32,0,-46.4100,2345000000.00
2026-04-03T17:01:50.269320,16,56,40,0,-46.2600,2345000000.00
2026-04-03T17:01:51.308544,16,56,48,0,-46.2400,2345000000.00
2026-04-03T17:01:52.343148,16,56,56,0,-46.0600,2345000000.00
2026-04-03T17:01:53.377966,16,56,56,0,-46.2700,2345000000.00
2026-04-03T17:01:54.410007,16,56,56,8,-46.2800,2345000000.00
2026-04-03T17:01:55.445776,16,56,56,16,-46.1800,2345000000.00
2026-04-03T17:01:56.482714,16,56,56,24,-46.2300,2345000000.00
2026-04-03T17:01:57.522085,16,56,56,32,-45.9800,2345000000.00
2026-04-03T17:01:58.554255,16,56,56,40,-46.1800,2345000000.00
2026-04-03T17:01:59.591333,16,56,56,48,-45.8500,2345000000.00
2026-04-03T17:02:00.628051,16,56,56,56,-46.0700,2345000000.00
2026-04-03T17:02:01.665951,0,56,56,48,-46.0200,2345000000.00
2026-04-03T17:02:02.702286,8,56,56,48,-46.1600,2344999990.00
2026-04-03T17:02:03.749212,16,56,56,48,-46.0800,2345000000.00
2026-04-03T17:02:04.787586,24,56,56,48,-46.3200,2345000000.00
2026-04-03T17:02:05.824405,32,56,56,48,-45.8700,2345000000.00
2026-04-03T17:02:06.862441,40,56,56,48,-45.8700,2345000000.00
2026-04-03T17:02:07.897041,48,56,56,48,-45.8900,2345000000.00
2026-04-03T17:02:08.934767,56,56,56,48,-45.8900,2345000000.00
2026-04-03T17:02:09.978755,32,0,56,48,-45.9200,2345000000.00
2026-04-03T17:02:11.016146,32,8,56,48,-45.9700,2345000000.00
2026-04-03T17:02:12.053037,32,16,56,48,-46.0800,2345000000.00
2026-04-03T17:02:13.090232,32,24,56,48,-46.0700,2345000000.00
2026-04-03T17:02:14.126806,32,32,56,48,-46.3100,2345000000.00
2026-04-03T17:02:15.166147,32,40,56,48,-46.3000,2345000000.00
