timestamp,phase_1,phase_2,phase_3,phase_4,power_dbm,freq_hz
2026-04-05T18:33:44.043451,0,0,0,0,-64.2900,2345000000.00
2026-04-05T18:33:45.581819,0,1,2,3,-63.7900,2345000000.00
2026-04-05T18:33:47.123217,0,2,4,6,-63.7600,2345000000.00
2026-04-05T18:33:48.694898,0,3,6,9,-64.0800,2345000000.00
2026-04-05T18:33:50.232434,0,4,8,12,-63.7500,2345000000.00
2026-04-05T18:33:51.772728,0,5,10,15,-63.4000,2345000000.00
2026-04-05T18:33:53.319117,0,6,12,18,-63.3700,2345000000.00
2026-04-05T18:33:54.867023,0,7,14,21,-63.3200,2345000000.00
2026-04-05T18:33:56.406425,0,8,16,24,-63.4100,2345000000.00
2026-04-05T18:33:57.945652,0,9,18,27,-63.3800,2345000000.00
2026-04-05T18:33:59.487527,0,10,20,30,-63.3200,2345000000.00
2026-04-05T18:34:01.059681,0,11,22,33,-63.3000,2345000000.00
2026-04-05T18:34:02.596296,0,12,24,36,-63.3300,2345000000.00
2026-04-05T18:34:04.137273,0,13,26,39,-63.5200,2345000000.00
2026-04-05T18:34:05.671607,0,14,28,42,-63.4400,2345000000.00
2026-04-05T18:34:07.231101,0,15,30,45,-63.2300,2345000000.00
2026-04-05T18:34:08.765270,0,16,32,48,-63.3600,2345000000.00
2026-04-05T18:34:10.304925,0,17,34,51,-63.5500,2345000000.00
2026-04-05T18:34:11.843256,0,18,36,54,-63.5900,2345000000.00
2026-04-05T18:34:13.410445,0,19,38,57,-63.5400,2345000000.00
2026-04-05T18:34:14.945145,0,20,40,60,-63.5300,2345000000.00
2026-04-05T18:34:16.481643,0,21,42,63,-63.5300,2345000000.00
2026-04-05T18:34:18.017330,0,22,44,2,-63.5300,2345000000.00
2026-04-05T18:34:19.593307,0,23,46,5,-63.5100,2345000000.00
2026-04-05T18:34:21.130591,0,24,48,8,-63.5400,2345000000.00
2026-04-05T18:34:22.669322,0,25,50,11,-63.3700,2345000000.00
2026-04-05T18:34:24.207687,0,26,52,14,-63.3700,2345000000.00
2026-04-05T18:34:25.761526,0,27,54,17,-63.4000,2345000000.00
2026-04-05T18:34:27.301539,0,28,56,20,-63.3900,2345000000.00
2026-04-05T18:34:28.841181,0,29,58,23,-63.4000,2345000000.00
2026-04-05T18:34:30.376026,0,30,60,26,-63.3200,2345000000.00
2026-04-05T18:34:31.914099,0,31,62,29,-63.3700,2345000000.00
2026-04-05T18:34:33.455393,0,32,0,32,-63.3800,2345000000.00
2026-04-05T18:34:34.994085,0,33,2,35,-63.4100,2345000000.00
2026-04-05T18:34:36.530646,0,34,4,38,-63.4000,2345000000.00
2026-04-05T18:34:38.067327,0,35,6,41,-63.3800,2345000000.00
2026-04-05T18:34:39.605882,0,36,8,44,-63.3700,2345000000.00
2026-04-05T18:34:41.139963,0,37,10,47,-63.3900,2345000000.00
2026-04-05T18:34:42.677939,0,38,12,50,-63.2800,2345000000.00
2026-04-05T18:34:44.220178,0,39,14,53,-63.0700,2345000000.00
