timestamp,phase_1,phase_2,phase_3,phase_4,power_dbm,freq_hz
2026-04-05T18:30:53.524871,0,0,0,0,-58.9100,2345000000.00
2026-04-05T18:30:53.707219,0,1,2,3,-58.9000,2344999990.00
2026-04-05T18:30:53.895580,0,2,4,6,-58.8600,2345000000.00
2026-04-05T18:30:54.081311,0,3,6,9,-58.9200,2345000000.00
2026-04-05T18:30:54.269107,0,4,8,12,-58.8700,2345000000.00
2026-04-05T18:30:54.455400,0,5,10,15,-58.8200,2345000000.00
2026-04-05T18:30:54.640109,0,6,12,18,-58.9100,2345000000.00
2026-04-05T18:30:54.827140,0,7,14,21,-59.0000,2345000000.00
2026-04-05T18:30:55.013143,0,8,16,24,-58.9900,2345000000.00
2026-04-05T18:30:55.197846,0,9,18,27,-58.9100,2345000000.00
2026-04-05T18:30:55.380746,0,10,20,30,-59.1500,2345000000.00
2026-04-05T18:30:55.568095,0,11,22,33,-58.8400,2345000000.00
2026-04-05T18:30:55.755524,0,12,24,36,-58.8400,2345000000.00
2026-04-05T18:30:55.942435,0,13,26,39,-58.6900,2345000000.00
2026-04-05T18:30:56.130679,0,14,28,42,-58.7900,2345000000.00
2026-04-05T18:30:56.320037,0,15,30,45,-58.6900,2345000000.00
2026-04-05T18:30:56.506525,0,16,32,48,-58.6500,2345000000.00
2026-04-05T18:30:56.690286,0,17,34,51,-58.7400,2345000000.00
2026-04-05T18:30:56.877533,0,18,36,54,-58.7300,2345000000.00
2026-04-05T18:30:57.063525,0,19,38,57,-58.6700,2345000000.00
2026-04-05T18:30:57.249185,0,20,40,60,-58.7000,2345000000.00
2026-04-05T18:30:57.435948,0,21,42,63,-58.7000,2345000000.00
2026-04-05T18:30:57.625369,0,22,44,2,-58.7000,2344999990.00
2026-04-05T18:30:57.813523,0,23,46,5,-58.7400,2345000000.00
2026-04-05T18:30:58.002953,0,24,48,8,-58.6900,2345000000.00
2026-04-05T18:30:58.194461,0,25,50,11,-58.6300,2345000000.00
2026-04-05T18:30:58.379980,0,26,52,14,-58.7100,2345000000.00
2026-04-05T18:30:58.566021,0,27,54,17,-58.8400,2345000000.00
2026-04-05T18:30:58.753582,0,28,56,20,-58.8600,2345000000.00
2026-04-05T18:30:58.941304,0,29,58,23,-58.8700,2345000000.00
2026-04-05T18:30:59.129985,0,30,60,26,-58.8800,2345000000.00
2026-04-05T18:30:59.313411,0,31,62,29,-58.8400,2345000000.00
2026-04-05T18:30:59.496450,0,32,0,32,-58.8600,2345000000.00
2026-04-05T18:30:59.681589,0,33,2,35,-58.9200,2345000000.00
2026-04-05T18:30:59.867454,0,34,4,38,-58.9700,2345000000.00
2026-04-05T18:31:00.056850,0,35,6,41,-58.9900,2345000000.00
2026-04-05T18:31:00.246334,0,36,8,44,-58.9700,2345000000.00
2026-04-05T18:31:00.429952,0,37,10,47,-58.9300,2344999990.00
2026-04-05T18:31:00.612735,0,38,12,50,-58.8500,2345000000.00
2026-04-05T18:31:00.799881,0,39,14,53,-58.7900,2345000000.00
2026-04-05T18:31:00.988990,0,40,16,56,-58.8200,2345000000.00
2026-04-05T18:31:01.178842,0,41,18,59,-58.9000,2345000000.00
