timestamp,phase_1,phase_2,phase_3,phase_4,power_dbm,freq_hz
2026-04-05T18:25:03.717229,0,0,0,0,-52.1300,2345000000.00
2026-04-05T18:25:04.748958,0,0,0,0,-52.1600,2345000000.00
2026-04-05T18:25:05.795196,8,0,0,0,-52.2400,2345000000.00
2026-04-05T18:25:06.833588,16,0,0,0,-52.2300,2345000000.00
2026-04-05T18:25:07.873398,24,0,0,0,-52.3300,2345000000.00
2026-04-05T18:25:08.913890,32,0,0,0,-51.8900,2345000000.00
2026-04-05T18:25:09.952808,40,0,0,0,-51.9200,2345000000.00
2026-04-05T18:25:10.995576,48,0,0,0,-51.8600,2345000000.00
2026-04-05T18:25:12.032326,56,0,0,0,-51.9500,2345000000.00
2026-04-05T18:25:13.068812,48,0,0,0,-51.8100,2345000000.00
2026-04-05T18:25:14.103813,48,8,0,0,-51.8100,2345000000.00
2026-04-05T18:25:15.140003,48,16,0,0,-51.9200,2345000000.00
2026-04-05T18:25:16.178527,48,24,0,0,-51.7100,2345000000.00
2026-04-05T18:25:17.218269,48,32,0,0,-51.5800,2344999990.00
2026-04-05T18:25:18.256123,48,40,0,0,-51.7200,2345000000.00
2026-04-05T18:25:19.294185,48,48,0,0,-51.8000,2345000000.00
2026-04-05T18:25:20.333674,48,56,0,0,-51.7200,2345000000.00
2026-04-05T18:25:21.372430,48,32,0,0,-51.7900,2344999990.00
2026-04-05T18:25:22.407079,48,32,8,0,-51.7100,2345000000.00
2026-04-05T18:25:23.445470,48,32,16,0,-51.7800,2345000000.00
2026-04-05T18:25:24.483946,48,32,24,0,-51.8300,2345000000.00
2026-04-05T18:25:25.521914,48,32,32,0,-51.8400,2345000000.00
2026-04-05T18:25:26.568680,48,32,40,0,-51.8800,2345000000.00
2026-04-05T18:25:27.608456,48,32,48,0,-51.9300,2345000000.00
2026-04-05T18:25:28.646718,48,32,56,0,-51.8700,2345000000.00
2026-04-05T18:25:29.685692,48,32,8,0,-51.8200,2345000000.00
2026-04-05T18:25:30.719445,48,32,8,8,-51.6400,2345000000.00
2026-04-05T18:25:31.756012,48,32,8,16,-51.6000,2345000000.00
2026-04-05T18:25:32.795853,48,32,8,24,-51.6100,2345000000.00
2026-04-05T18:25:33.833052,48,32,8,32,-51.7300,2344999990.00
2026-04-05T18:25:34.872523,48,32,8,40,-51.9600,2344999990.00
2026-04-05T18:25:35.910582,48,32,8,48,-51.8100,2345000000.00
2026-04-05T18:25:36.944323,48,32,8,56,-51.8600,2345000000.00
2026-04-05T18:25:37.981834,48,32,0,0,-51.8700,2345000000.00
2026-04-05T18:25:39.022417,56,32,0,0,-51.9600,2345000000.00
2026-04-05T18:25:40.059292,0,32,0,0,-52.1200,2345000000.00
2026-04-05T18:25:41.093887,8,32,0,0,-51.8300,2345000000.00
2026-04-05T18:25:42.133575,16,32,0,0,-51.7200,2344999990.00
2026-04-05T18:25:43.167937,24,32,0,0,-51.9900,2345000000.00
2026-04-05T18:25:44.207349,32,32,0,0,-51.8500,2345000000.00
2026-04-05T18:25:45.243569,40,32,0,0,-52.1100,2345000000.00
2026-04-05T18:25:46.281932,16,32,0,0,-52.2800,2345000000.00
2026-04-05T18:25:47.326595,16,40,0,0,-52.1100,2345000000.00
2026-04-05T18:25:48.364435,16,48,0,0,-52.4600,2345000000.00
2026-04-05T18:25:49.404267,16,56,0,0,-52.1700,2345000000.00
2026-04-05T18:25:50.441509,16,0,0,0,-51.7900,2345000000.00
2026-04-05T18:25:51.479130,16,8,0,0,-51.6300,2345000000.00
2026-04-05T18:25:52.515758,16,16,0,0,-51.3000,2345000000.00
2026-04-05T18:25:53.553337,16,24,0,0,-51.4000,2345000000.00
2026-04-05T18:25:54.588789,16,16,0,0,-51.5700,2345000000.00
2026-04-05T18:25:55.624505,16,16,8,0,-51.8500,2345000000.00
2026-04-05T18:25:56.661752,16,16,16,0,-51.7300,2345000000.00
2026-04-05T18:25:57.699919,16,16,24,0,-51.6300,2345000000.00
2026-04-05T18:25:58.736748,16,16,32,0,-51.6000,2345000000.00
2026-04-05T18:25:59.773953,16,16,40,0,-51.6100,2344999990.00
2026-04-05T18:26:00.812873,16,16,48,0,-51.6800,2345000000.00
2026-04-05T18:26:01.849008,16,16,56,0,-51.7900,2344999990.00
2026-04-05T18:26:02.886275,16,16,0,0,-51.7300,2345000000.00
2026-04-05T18:26:03.921688,16,16,0,8,-51.8000,2345000000.00
2026-04-05T18:26:04.957006,16,16,0,16,-51.7100,2345000000.00
2026-04-05T18:26:05.994728,16,16,0,24,-51.8300,2345000000.00
2026-04-05T18:26:07.030373,16,16,0,32,-51.7900,2345000000.00
2026-04-05T18:26:08.074158,16,16,0,40,-51.7300,2345000000.00
2026-04-05T18:26:09.110543,16,16,0,48,-51.8100,2345000000.00
2026-04-05T18:26:10.147651,16,16,0,56,-51.8000,2345000000.00
2026-04-05T18:26:11.185090,16,16,0,0,-51.8200,2345000000.00
2026-04-05T18:26:12.214741,24,16,0,0,-51.8200,2345000000.00
2026-04-05T18:26:13.251531,32,16,0,0,-51.8400,2345000000.00
2026-04-05T18:26:14.288743,40,16,0,0,-51.8500,2345000000.00
2026-04-05T18:26:15.325589,48,16,0,0,-51.8500,2345000000.00
2026-04-05T18:26:16.361971,56,16,0,0,-51.8100,2345000000.00
2026-04-05T18:26:17.401275,0,16,0,0,-52.0200,2345000000.00
2026-04-05T18:26:18.439806,8,16,0,0,-52.1500,2345000000.00
2026-04-05T18:26:19.478113,56,16,0,0,-52.1300,2345000000.00
2026-04-05T18:26:20.513017,56,24,0,0,-52.1400,2345000000.00
2026-04-05T18:26:21.555757,56,32,0,0,-52.1200,2345000000.00
2026-04-05T18:26:22.593994,56,40,0,0,-52.0700,2345000000.00
