timestamp,phase_1,phase_2,phase_3,phase_4,power_dbm,freq_hz
2026-04-05T17:47:34.996529,0,0,0,0,-48.4900,2345000000.00
2026-04-05T17:47:35.184910,0,0,0,0,-48.4600,2345000000.00
2026-04-05T17:47:35.374931,8,0,0,0,-48.3800,2345000000.00
2026-04-05T17:47:35.563807,16,0,0,0,-48.2200,2345000000.00
2026-04-05T17:47:35.750583,24,0,0,0,-47.5500,2345000000.00
2026-04-05T17:47:35.939227,32,0,0,0,-46.9500,2345000000.00
2026-04-05T17:47:36.124981,40,0,0,0,-46.6300,2345000000.00
2026-04-05T17:47:36.313285,48,0,0,0,-46.6100,2345000000.00
2026-04-05T17:47:36.501150,56,0,0,0,-47.2700,2345000000.00
2026-04-05T17:47:36.692581,48,0,0,0,-46.3800,2345000000.00
2026-04-05T17:47:36.881290,48,8,0,0,-46.7800,2345000000.00
2026-04-05T17:47:37.069142,48,16,0,0,-49.4800,2345000000.00
2026-04-05T17:47:37.259194,48,24,0,0,-50.4600,2345000000.00
2026-04-05T17:47:37.447158,48,32,0,0,-48.4900,2345000000.00
2026-04-05T17:47:37.635477,48,40,0,0,-46.4400,2345000000.00
2026-04-05T17:47:37.819071,48,48,0,0,-46.2200,2345000000.00
2026-04-05T17:47:38.005462,48,56,0,0,-47.2300,2345000000.00
2026-04-05T17:47:38.193981,48,48,0,0,-47.6800,2345000000.00
2026-04-05T17:47:38.380316,48,48,8,0,-47.4100,2345000000.00
2026-04-05T17:47:38.565608,48,48,16,0,-47.3000,2345000000.00
2026-04-05T17:47:38.752252,48,48,24,0,-47.2700,2345000000.00
2026-04-05T17:47:38.939467,48,48,32,0,-47.1900,2345000000.00
2026-04-05T17:47:39.127768,48,48,40,0,-47.0700,2345000000.00
2026-04-05T17:47:39.316355,48,48,48,0,-47.0300,2345000000.00
2026-04-05T17:47:39.502710,48,48,56,0,-47.0800,2345000000.00
2026-04-05T17:47:39.692470,48,48,48,0,-47.0800,2345000000.00
2026-04-05T17:47:39.879676,48,48,48,8,-46.9500,2345000000.00
2026-04-05T17:47:40.068648,48,48,48,16,-46.9100,2345000000.00
2026-04-05T17:47:40.257594,48,48,48,24,-47.2200,2345000000.00
2026-04-05T17:47:40.447040,48,48,48,32,-46.9800,2345000000.00
2026-04-05T17:47:40.633683,48,48,48,40,-47.0800,2345000000.00
2026-04-05T17:47:40.822193,48,48,48,48,-47.1500,2345000000.00
2026-04-05T17:47:41.009629,48,48,48,56,-47.0800,2345000000.00
2026-04-05T17:47:41.198255,48,48,0,0,-46.9300,2345000000.00
2026-04-05T17:47:41.386933,56,48,0,0,-46.9000,2345000000.00
2026-04-05T17:47:41.573390,0,48,0,0,-46.8700,2345000000.00
2026-04-05T17:47:41.760970,8,48,0,0,-46.8500,2345000000.00
2026-04-05T17:47:41.948668,16,48,0,0,-46.8400,2345000000.00
2026-04-05T17:47:42.137795,24,48,0,0,-46.8200,2345000000.00
2026-04-05T17:47:42.321378,32,48,0,0,-46.8300,2345000000.00
2026-04-05T17:47:42.506652,40,48,0,0,-46.8400,2345000000.00
2026-04-05T17:47:42.696528,24,48,0,0,-46.8400,2345000000.00
2026-04-05T17:47:42.884607,24,56,0,0,-46.8400,2345000000.00
2026-04-05T17:47:43.073983,24,0,0,0,-46.8400,2345000000.00
2026-04-05T17:47:43.261082,24,8,0,0,-46.8400,2345000000.00
2026-04-05T17:47:43.446990,24,16,0,0,-46.8500,2345000000.00
2026-04-05T17:47:43.633146,24,24,0,0,-46.8400,2345000000.00
2026-04-05T17:47:43.819998,24,32,0,0,-46.8500,2345000000.00
2026-04-05T17:47:44.005033,24,40,0,0,-46.8600,2345000000.00
2026-04-05T17:47:44.194896,24,48,0,0,-46.8500,2345000000.00
2026-04-05T17:47:44.380982,24,48,8,0,-46.8400,2345000000.00
2026-04-05T17:47:44.569291,24,48,16,0,-46.8400,2345000000.00
2026-04-05T17:47:44.757767,24,48,24,0,-46.8400,2345000000.00
2026-04-05T17:47:44.945657,24,48,32,0,-46.8400,2345000000.00
2026-04-05T17:47:45.128619,24,48,40,0,-46.8300,2345000000.00
2026-04-05T17:47:45.316750,24,48,48,0,-46.8400,2345000000.00
2026-04-05T17:47:45.505608,24,48,56,0,-46.8500,2345000000.00
2026-04-05T17:47:45.697052,24,48,40,0,-46.8300,2345000000.00
2026-04-05T17:47:45.886272,24,48,40,8,-47.0400,2345000000.00
2026-04-05T17:47:46.075086,24,48,40,16,-47.0000,2345000000.00
2026-04-05T17:47:46.263311,24,48,40,24,-46.9900,2345000000.00
2026-04-05T17:47:46.452171,24,48,40,32,-47.0700,2345000000.00
2026-04-05T17:47:46.639187,24,48,40,40,-47.5800,2345000000.00
2026-04-05T17:47:46.825893,24,48,40,48,-47.1300,2345000000.00
2026-04-05T17:47:47.015376,24,48,40,56,-47.5900,2345000000.00
2026-04-05T17:47:47.205308,40,56,24,16,-47.2500,2345000000.00
2026-04-05T17:47:47.393435,48,48,0,0,-47.2900,2345000000.00
2026-04-05T17:47:47.579623,56,48,0,0,-47.5800,2345000000.00
2026-04-05T17:47:47.769967,0,48,0,0,-47.8800,2345000000.00
2026-04-05T17:47:47.962613,8,48,0,0,-47.9200,2345000000.00
