timestamp,n,m,ph1,ph2,ph3,ph4,power_dbm,freq_hz
2026-04-07T19:03:55.429351,0,0,0,0,0,0,-68.5600,2345000000.00
2026-04-07T19:03:56.516935,0,1,0,1,2,3,-68.4200,2345000000.10
2026-04-07T19:03:57.604008,0,2,0,2,4,6,-68.3700,2345000000.00
2026-04-07T19:03:58.694177,0,3,0,3,6,9,-68.5300,2344999999.90
2026-04-07T19:03:59.783547,0,4,0,4,8,12,-68.3700,2345000000.10
2026-04-07T19:04:00.864220,0,5,0,5,10,15,-68.9600,2345000000.10
2026-04-07T19:04:01.953463,0,6,0,6,12,18,-69.5300,2345000000.00
2026-04-07T19:04:03.045372,0,7,0,7,14,21,-70.1500,2345000000.19
2026-04-07T19:04:04.132279,0,8,0,8,16,24,-70.9800,2345000000.00
2026-04-07T19:04:05.227012,0,9,0,9,18,27,-71.7100,2345000000.00
2026-04-07T19:04:06.317772,0,10,0,10,20,30,-72.0500,2345000000.00
2026-04-07T19:04:07.411485,0,11,0,11,22,33,-72.1600,2345000000.00
2026-04-07T19:04:08.504200,0,12,0,12,24,36,-72.6000,2345000000.10
2026-04-07T19:04:09.589180,0,13,0,13,26,39,-72.2800,2345000000.00
2026-04-07T19:04:10.676829,0,14,0,14,28,42,-71.8500,2345000000.00
2026-04-07T19:04:11.769469,0,15,0,15,30,45,-71.4200,2345000000.00
2026-04-07T19:04:12.859756,0,16,0,16,32,48,-70.7400,2344999999.90
2026-04-07T19:04:13.947516,0,17,0,17,34,51,-70.3200,2345000000.10
2026-04-07T19:04:15.030853,0,18,0,18,36,54,-70.1100,2345000000.00
2026-04-07T19:04:16.129889,0,19,0,19,38,57,-69.9100,2345000000.00
2026-04-07T19:04:17.221915,0,20,0,20,40,60,-70.2600,2345000000.10
2026-04-07T19:04:18.310294,0,21,0,21,42,63,-70.6100,2345000000.10
2026-04-07T19:04:19.397689,0,22,0,22,44,2,-71.0300,2345000000.10
2026-04-07T19:04:20.498204,0,23,0,23,46,5,-71.9700,2345000000.10
2026-04-07T19:04:21.581268,0,24,0,24,48,8,-73.4500,2345000000.10
2026-04-07T19:04:22.672533,0,25,0,25,50,11,-75.0500,2344999999.90
2026-04-07T19:04:23.757917,0,26,0,26,52,14,-76.4600,2345000000.10
2026-04-07T19:04:24.852601,0,27,0,27,54,17,-76.8900,2345000000.10
2026-04-07T19:04:25.941684,0,28,0,28,56,20,-75.5300,2345000000.00
2026-04-07T19:04:27.034931,0,29,0,29,58,23,-73.0800,2344999999.90
2026-04-07T19:04:28.122634,0,30,0,30,60,26,-71.0900,2345000000.10
