timestamp,n,m,ph1,ph2,ph3,ph4,power_dbm,freq_hz
2026-04-09T18:48:26.828237,0,0,0,0,0,0,-62.3600,2400000000.00
2026-04-09T18:48:28.917014,0,1,0,1,2,3,-63.0900,2399999999.90
2026-04-09T18:48:31.004669,0,2,0,2,4,6,-63.4000,2399999999.90
2026-04-09T18:48:33.090127,0,3,0,3,6,9,-64.4400,2399999999.90
2026-04-09T18:48:35.181247,0,4,0,4,8,12,-64.7000,2399999999.90
2026-04-09T18:48:37.275004,0,5,0,5,10,15,-65.9300,2399999999.90
2026-04-09T18:48:39.377118,0,6,0,6,12,18,-66.5300,2399999999.69
2026-04-09T18:48:41.471969,0,7,0,7,14,21,-67.4100,2399999999.80
2026-04-09T18:48:43.563292,0,8,0,8,16,24,-67.6000,2400000000.00
2026-04-09T18:48:45.664327,0,9,0,9,18,27,-67.9100,2399999999.90
2026-04-09T18:48:47.746477,0,10,0,10,20,30,-67.6400,2399999999.90
2026-04-09T18:48:49.832941,0,11,0,11,22,33,-67.4000,2399999999.80
2026-04-09T18:48:51.922473,0,12,0,12,24,36,-66.9500,2399999999.80
2026-04-09T18:48:54.012299,0,13,0,13,26,39,-66.7200,2399999999.80
2026-04-09T18:48:56.105119,0,14,0,14,28,42,-66.4700,2399999999.80
2026-04-09T18:48:58.194929,0,15,0,15,30,45,-66.2800,2399999999.90
2026-04-09T18:49:00.281822,0,16,0,16,32,48,-66.3600,2400000000.00
2026-04-09T18:49:02.367820,0,17,0,17,34,51,-66.8300,2399999999.90
2026-04-09T18:49:04.456282,0,18,0,18,36,54,-67.2300,2400000000.00
2026-04-09T18:49:06.544288,0,19,0,19,38,57,-67.8700,2400000000.00
2026-04-09T18:49:08.628773,0,20,0,20,40,60,-68.8300,2399999999.80
2026-04-09T18:49:10.713285,0,21,0,21,42,63,-70.4900,2400000000.00
2026-04-09T18:49:12.800983,0,22,0,22,44,2,-73.2400,2399999999.80
2026-04-09T18:49:14.892506,0,23,0,23,46,5,-76.0300,2399999999.90
2026-04-09T18:49:16.974787,0,24,0,24,48,8,-77.6300,2400000000.00
2026-04-09T18:49:19.060650,0,25,0,25,50,11,-74.4900,2400000000.00
2026-04-09T18:49:21.141760,0,26,0,26,52,14,-72.0800,2399999999.90
2026-04-09T18:49:23.223288,0,27,0,27,54,17,-69.2600,2400000000.00
