timestamp,n,m,ph1,ph2,ph3,ph4,power_dbm,freq_hz
2026-04-07T18:11:39.402675,0,0,0,0,0,0,-54.8400,2345000000.00
2026-04-07T18:11:40.497421,0,1,0,1,2,3,-54.8100,2345000000.00
2026-04-07T18:11:41.581918,0,2,0,2,4,6,-54.8600,2345000000.10
2026-04-07T18:11:42.673220,0,3,0,3,6,9,-55.0700,2345000000.00
2026-04-07T18:11:43.760731,0,4,0,4,8,12,-55.3400,2345000000.00
2026-04-07T18:11:44.847048,0,5,0,5,10,15,-55.9100,2345000000.00
2026-04-07T18:11:45.937504,0,6,0,6,12,18,-56.4500,2345000000.00
2026-04-07T18:11:47.029792,0,7,0,7,14,21,-57.2400,2345000000.10
2026-04-07T18:11:48.118708,0,8,0,8,16,24,-58.2000,2345000000.10
2026-04-07T18:11:49.210188,0,9,0,9,18,27,-59.5900,2345000000.00
2026-04-07T18:11:50.300415,0,10,0,10,20,30,-60.8600,2345000000.10
2026-04-07T18:11:51.390343,0,11,0,11,22,33,-62.4300,2345000000.00
2026-04-07T18:11:52.476448,0,12,0,12,24,36,-64.4400,2345000000.00
2026-04-07T18:11:53.569918,0,13,0,13,26,39,-68.1000,2345000000.10
2026-04-07T18:11:54.658172,0,14,0,14,28,42,-73.0400,2344999999.90
2026-04-07T18:11:55.747865,0,15,0,15,30,45,-84.8100,2345000000.10
2026-04-07T18:11:56.832546,0,16,0,16,32,48,-76.8800,2345000000.00
2026-04-07T18:11:57.921286,0,17,0,17,34,51,-71.1500,2345000000.10
2026-04-07T18:11:59.012381,0,18,0,18,36,54,-67.9600,2345000000.00
2026-04-07T18:12:00.103784,0,19,0,19,38,57,-65.5000,2345000000.10
2026-04-07T18:12:01.189380,0,20,0,20,40,60,-63.9000,2345000000.00
2026-04-07T18:12:02.274140,0,21,0,21,42,63,-62.8700,2345000000.10
2026-04-07T18:12:03.381983,0,22,0,22,44,2,-62.0600,2345000000.10
2026-04-07T18:12:04.475158,0,23,0,23,46,5,-61.7800,2345000000.10
2026-04-07T18:12:05.570313,0,24,0,24,48,8,-61.8000,2345000000.00
2026-04-07T18:12:06.658359,0,25,0,25,50,11,-62.3300,2345000000.00
2026-04-07T18:12:07.750022,0,26,0,26,52,14,-62.5900,2345000000.10
2026-04-07T18:12:08.841163,0,27,0,27,54,17,-63.6300,2345000000.10
2026-04-07T18:12:09.936960,0,28,0,28,56,20,-64.3900,2345000000.00
2026-04-07T18:12:11.025290,0,29,0,29,58,23,-66.4300,2345000000.00
2026-04-07T18:12:12.109891,0,30,0,30,60,26,-68.7200,2344999999.90
2026-04-07T18:12:13.204995,0,31,0,31,62,29,-72.7400,2345000000.00
2026-04-07T18:12:14.295040,0,32,0,32,0,32,-72.2900,2345000000.00
2026-04-07T18:12:15.379734,0,33,0,33,2,35,-78.3200,2345000000.10
2026-04-07T18:12:16.467370,0,34,0,34,4,38,-80.0200,2345000000.10
2026-04-07T18:12:17.557596,0,35,0,35,6,41,-72.5600,2344999999.90
2026-04-07T18:12:18.647322,0,36,0,36,8,44,-70.5500,2345000000.00
2026-04-07T18:12:19.728907,0,37,0,37,10,47,-67.1800,2345000000.00
2026-04-07T18:12:20.817673,0,38,0,38,12,50,-65.3900,2345000000.00
2026-04-07T18:12:21.910134,0,39,0,39,14,53,-63.9800,2345000000.00
2026-04-07T18:12:22.998267,0,40,0,40,16,56,-63.1300,2345000000.10
2026-04-07T18:12:24.084599,0,41,0,41,18,59,-62.5100,2345000000.00
2026-04-07T18:12:25.176443,0,42,0,42,20,62,-62.1000,2344999999.90
2026-04-07T18:12:26.269811,0,43,0,43,22,1,-61.4300,2345000000.10
2026-04-07T18:12:27.361444,0,44,0,44,24,4,-61.9800,2345000000.00
2026-04-07T18:12:28.452826,0,45,0,45,26,7,-62.3400,2345000000.00
2026-04-07T18:12:29.559023,0,46,0,46,28,10,-62.9300,2345000000.00
2026-04-07T18:12:30.642748,0,47,0,47,30,13,-63.9600,2344999999.90
2026-04-07T18:12:31.731197,0,48,0,48,32,16,-64.6900,2345000000.00
2026-04-07T18:12:32.819482,0,49,0,49,34,19,-66.9800,2345000000.10
2026-04-07T18:12:33.907841,0,50,0,50,36,22,-68.6300,2345000000.10
2026-04-07T18:12:34.996546,0,51,0,51,38,25,-70.1900,2345000000.10
2026-04-07T18:12:36.087627,0,52,0,52,40,28,-69.6200,2345000000.00
2026-04-07T18:12:37.176620,0,53,0,53,42,31,-67.3800,2345000000.00
2026-04-07T18:12:38.265505,0,54,0,54,44,34,-65.8400,2345000000.00
2026-04-07T18:12:39.355146,0,55,0,55,46,37,-63.6300,2345000000.00
2026-04-07T18:12:40.436525,0,56,0,56,48,40,-61.4900,2345000000.00
2026-04-07T18:12:41.526282,0,57,0,57,50,43,-60.0200,2345000000.10
2026-04-07T18:12:42.612681,0,58,0,58,52,46,-58.8000,2345000000.10
2026-04-07T18:12:43.701767,0,59,0,59,54,49,-57.9000,2345000000.00
2026-04-07T18:12:44.786471,0,60,0,60,56,52,-56.8800,2345000000.10
2026-04-07T18:12:45.870983,0,61,0,61,58,55,-56.4200,2345000000.00
2026-04-07T18:12:46.959034,0,62,0,62,60,58,-55.8900,2345000000.00
2026-04-07T18:12:48.044171,0,63,0,63,62,61,-55.4100,2345000000.10
2026-04-07T18:12:49.130944,16,0,16,16,16,16,-54.7500,2345000000.00
2026-04-07T18:12:50.219279,16,1,16,17,18,19,-55.0000,2344999999.90
