timestamp,n,m,ph1,ph2,ph3,ph4,power_dbm,freq_hz
2026-04-09T18:21:23.060092,0,0,0,0,0,0,-62.3700,2399999999.90
2026-04-09T18:21:25.151807,0,1,0,1,2,3,-62.1000,2399999999.90
2026-04-09T18:21:27.238022,0,2,0,2,4,6,-61.7800,2399999999.90
2026-04-09T18:21:29.328808,0,3,0,3,6,9,-61.8900,2399999999.90
2026-04-09T18:21:31.416104,0,4,0,4,8,12,-61.7000,2399999999.90
2026-04-09T18:21:33.501210,0,5,0,5,10,15,-62.2500,2399999999.90
2026-04-09T18:21:35.586947,0,6,0,6,12,18,-62.5900,2399999999.90
2026-04-09T18:21:37.673466,0,7,0,7,14,21,-63.3500,2399999999.80
2026-04-09T18:21:39.764446,0,8,0,8,16,24,-64.0500,2399999999.90
2026-04-09T18:21:41.854943,0,9,0,9,18,27,-65.2900,2399999999.90
2026-04-09T18:21:43.938961,0,10,0,10,20,30,-66.0900,2399999999.90
2026-04-09T18:21:46.026299,0,11,0,11,22,33,-67.4700,2400000000.00
2026-04-09T18:21:48.117336,0,12,0,12,24,36,-67.7700,2399999999.90
2026-04-09T18:21:50.204331,0,13,0,13,26,39,-69.1300,2400000000.00
2026-04-09T18:21:52.289719,0,14,0,14,28,42,-69.2200,2400000000.00
2026-04-09T18:21:54.373304,0,15,0,15,30,45,-69.0500,2399999999.80
2026-04-09T18:21:56.463965,0,16,0,16,32,48,-68.2000,2399999999.90
2026-04-09T18:21:58.554889,0,17,0,17,34,51,-67.9100,2399999999.90
2026-04-09T18:22:00.642071,0,18,0,18,36,54,-67.0900,2400000000.00
2026-04-09T18:22:02.722454,0,19,0,19,38,57,-66.3200,2399999999.90
2026-04-09T18:22:04.805869,0,20,0,20,40,60,-65.7400,2399999999.90
2026-04-09T18:22:06.893868,0,21,0,21,42,63,-65.5300,2399999999.90
2026-04-09T18:22:08.987079,0,22,0,22,44,2,-65.4000,2400000000.00
2026-04-09T18:22:11.073041,0,23,0,23,46,5,-65.5500,2399999999.80
2026-04-09T18:22:13.161694,0,24,0,24,48,8,-65.9800,2399999999.90
2026-04-09T18:22:15.252063,0,25,0,25,50,11,-66.9400,2399999999.90
2026-04-09T18:22:17.344610,0,26,0,26,52,14,-67.7700,2399999999.80
2026-04-09T18:22:19.431312,0,27,0,27,54,17,-69.3100,2399999999.90
2026-04-09T18:22:21.518460,0,28,0,28,56,20,-71.2200,2399999999.90
2026-04-09T18:22:23.606277,0,29,0,29,58,23,-73.1400,2399999999.69
2026-04-09T18:22:25.693381,0,30,0,30,60,26,-75.7700,2399999999.90
2026-04-09T18:22:27.782300,0,31,0,31,62,29,-75.0400,2399999999.90
2026-04-09T18:22:29.872437,0,32,0,32,0,32,-73.0900,2399999999.90
2026-04-09T18:22:31.963688,0,33,0,33,2,35,-69.6300,2399999999.90
2026-04-09T18:22:34.051913,0,34,0,34,4,38,-67.6300,2399999999.90
2026-04-09T18:22:36.141285,0,35,0,35,6,41,-65.6200,2400000000.00
2026-04-09T18:22:38.232714,0,36,0,36,8,44,-64.1000,2399999999.90
2026-04-09T18:22:40.323410,0,37,0,37,10,47,-62.8400,2399999999.90
2026-04-09T18:22:42.415663,0,38,0,38,12,50,-61.9100,2400000000.00
2026-04-09T18:22:44.507395,0,39,0,39,14,53,-61.1600,2399999999.90
2026-04-09T18:22:46.597999,0,40,0,40,16,56,-60.4700,2400000000.00
