timestamp,angle_deg,power_dbm,freq_hz
2026-04-09T20:47:39.565543,-120.0000,-68.1300,2399999999.90
2026-04-09T20:47:43.478546,-118.0000,-68.6000,2400000000.00
2026-04-09T20:47:47.388734,-116.0000,-69.4900,2399999999.90
2026-04-09T20:47:51.305154,-114.0000,-70.4700,2399999999.90
2026-04-09T20:47:55.213737,-112.0000,-71.8200,2400000000.00
2026-04-09T20:47:59.125075,-110.0000,-73.9500,2400000000.00
2026-04-09T20:48:03.037183,-108.0000,-77.4400,2399999999.90
2026-04-09T20:48:06.949589,-106.0000,-82.8900,2399999999.90
2026-04-09T20:48:10.862287,-104.0000,-87.4600,2400000000.00
2026-04-09T20:48:14.774393,-102.0000,-86.2600,2399999999.90
2026-04-09T20:48:18.685904,-100.0000,-86.5000,2399999999.80
2026-04-09T20:48:22.598024,-98.0000,-87.7600,2400000000.10
2026-04-09T20:48:26.511292,-96.0000,-84.3600,2399999999.90
2026-04-09T20:48:30.422204,-94.0000,-79.6600,2399999999.90
2026-04-09T20:48:34.334169,-92.0000,-76.0200,2399999999.90
2026-04-09T20:48:38.247247,-90.0000,-73.7600,2400000000.00
2026-04-09T20:48:42.158652,-88.0000,-72.0300,2400000000.00
2026-04-09T20:48:46.071539,-86.0000,-70.6000,2399999999.90
2026-04-09T20:48:49.983399,-84.0000,-69.3900,2400000000.00
2026-04-09T20:48:53.895187,-82.0000,-68.3200,2399999999.90
2026-04-09T20:48:57.806443,-80.0000,-67.4200,2399999999.90
2026-04-09T20:49:01.719047,-78.0000,-66.7200,2399999999.90
2026-04-09T20:49:05.630571,-76.0000,-66.2400,2399999999.90
2026-04-09T20:49:09.543110,-74.0000,-66.0200,2399999999.90
2026-04-09T20:49:13.454703,-72.0000,-66.1600,2399999999.90
2026-04-09T20:49:17.366941,-70.0000,-66.6800,2400000000.00
2026-04-09T20:49:21.278544,-68.0000,-67.6300,2400000000.00
2026-04-09T20:49:25.190224,-66.0000,-68.9100,2399999999.90
2026-04-09T20:49:29.104301,-64.0000,-70.1800,2399999999.69
2026-04-09T20:49:33.014439,-62.0000,-71.2100,2399999999.90
2026-04-09T20:49:36.927735,-60.0000,-72.1100,2399999999.90
2026-04-09T20:49:40.838644,-58.0000,-73.1200,2399999999.90
2026-04-09T20:49:44.752044,-56.0000,-74.6400,2400000000.00
2026-04-09T20:49:48.663788,-54.0000,-77.1600,2400000000.00
2026-04-09T20:49:52.574913,-52.0000,-81.8300,2400000000.10
2026-04-09T20:49:56.488861,-50.0000,-83.6000,2399999999.80
2026-04-09T20:50:00.401137,-48.0000,-76.2700,2399999999.80
2026-04-09T20:50:04.311772,-46.0000,-71.6400,2399999999.80
2026-04-09T20:50:08.223467,-44.0000,-68.5400,2399999999.90
2026-04-09T20:50:12.136523,-42.0000,-66.3900,2400000000.00
2026-04-09T20:50:16.047724,-40.0000,-64.9300,2399999999.90
2026-04-09T20:50:19.961356,-38.0000,-64.0000,2400000000.00
2026-04-09T20:50:23.871163,-36.0000,-63.7300,2399999999.90
2026-04-09T20:50:27.784897,-34.0000,-63.4800,2399999999.90
2026-04-09T20:50:31.701831,-32.0000,-63.4100,2399999999.90
2026-04-09T20:50:35.608544,-30.0000,-63.3900,2400000000.00
2026-04-09T20:50:39.520399,-28.0000,-63.2900,2399999999.90
2026-04-09T20:50:43.433517,-26.0000,-63.3300,2399999999.90
2026-04-09T20:50:47.346332,-24.0000,-63.3700,2399999999.69
2026-04-09T20:50:51.259103,-22.0000,-63.4600,2400000000.00
2026-04-09T20:50:55.168840,-20.0000,-63.6900,2400000000.00
