timestamp,angle_deg,power_dbm,freq_hz
2026-04-04T14:07:15.243357,60.0000,-25.2496,2345000000.00
2026-04-04T14:07:16.051410,62.0000,-25.2119,2345000000.00
2026-04-04T14:07:16.862404,64.0000,-25.5781,2345000000.00
2026-04-04T14:07:17.669968,66.0000,-27.3830,2345000000.00
2026-04-04T14:07:18.479521,68.0000,-27.0506,2345000000.00
2026-04-04T14:07:19.288914,70.0000,-27.3686,2345000000.00
2026-04-04T14:07:20.099621,72.0000,-27.0739,2345000000.00
2026-04-04T14:07:20.909746,74.0000,-28.6618,2345000000.00
2026-04-04T14:07:21.716501,76.0000,-29.2319,2345000000.00
2026-04-04T14:07:22.524782,78.0000,-29.0607,2345000000.00
2026-04-04T14:07:23.335911,80.0000,-29.1059,2345000000.00
2026-04-04T14:07:24.147207,82.0000,-29.3716,2345000000.00
2026-04-04T14:07:24.955175,84.0000,-29.7415,2345000000.00
2026-04-04T14:07:25.761934,86.0000,-30.0610,2345000000.00
2026-04-04T14:07:26.572992,88.0000,-30.2389,2345000000.00
2026-04-04T14:07:27.380663,90.0000,-30.0517,2345000000.00
2026-04-04T14:07:28.190973,92.0000,-30.2851,2345000000.00
2026-04-04T14:07:28.999623,94.0000,-30.5118,2345000000.00
2026-04-04T14:07:29.807959,96.0000,-30.0101,2345000000.00
2026-04-04T14:07:30.614469,98.0000,-30.0725,2345000000.00
2026-04-04T14:07:31.424632,100.0000,-28.7436,2345000000.00
2026-04-04T14:07:32.231552,102.0000,-28.4439,2345000000.00
2026-04-04T14:07:33.035888,104.0000,-28.3347,2345000000.00
2026-04-04T14:07:33.846170,106.0000,-28.4141,2345000000.00
2026-04-04T14:07:34.650586,108.0000,-29.4396,2345000000.00
2026-04-04T14:07:35.456455,110.0000,-27.4249,2345000000.00
2026-04-04T14:07:36.262866,112.0000,-27.0880,2345000000.00
2026-04-04T14:07:37.065711,114.0000,-27.2691,2345000000.00
2026-04-04T14:07:37.874969,116.0000,-26.0120,2345000000.00
2026-04-04T14:07:38.685811,118.0000,-25.5447,2345000000.00
2026-04-04T14:07:39.496375,120.0000,-24.7786,2345000000.00
