timestamp,n,m,ph1,ph2,ph3,ph4,power_dbm,freq_hz
2026-04-07T18:54:25.478594,0,0,0,0,0,0,-68.7100,2345000000.10
2026-04-07T18:54:26.564523,0,1,0,1,2,3,-67.8500,2345000000.00
2026-04-07T18:54:27.654736,0,2,0,2,4,6,-67.3000,2345000000.10
2026-04-07T18:54:28.747756,0,3,0,3,6,9,-66.9400,2345000000.00
2026-04-07T18:54:29.835277,0,4,0,4,8,12,-66.4500,2345000000.00
2026-04-07T18:54:30.927772,0,5,0,5,10,15,-66.7200,2345000000.00
2026-04-07T18:54:32.014986,0,6,0,6,12,18,-67.1200,2345000000.00
2026-04-07T18:54:33.105528,0,7,0,7,14,21,-67.6400,2344999999.90
2026-04-07T18:54:34.193311,0,8,0,8,16,24,-68.5700,2345000000.00
2026-04-07T18:54:35.299077,0,9,0,9,18,27,-69.7600,2345000000.00
2026-04-07T18:54:36.382897,0,10,0,10,20,30,-70.6000,2345000000.10
2026-04-07T18:54:37.466733,0,11,0,11,22,33,-71.2500,2345000000.00
2026-04-07T18:54:38.554044,0,12,0,12,24,36,-71.8800,2345000000.00
2026-04-07T18:54:39.639653,0,13,0,13,26,39,-72.6900,2345000000.00
2026-04-07T18:54:40.725034,0,14,0,14,28,42,-72.4100,2345000000.00
2026-04-07T18:54:41.810376,0,15,0,15,30,45,-71.7400,2345000000.00
2026-04-07T18:54:42.892920,0,16,0,16,32,48,-70.6300,2345000000.19
2026-04-07T18:54:43.981350,0,17,0,17,34,51,-69.2200,2345000000.00
2026-04-07T18:54:45.063720,0,18,0,18,36,54,-68.3300,2345000000.10
2026-04-07T18:54:46.148697,0,19,0,19,38,57,-67.4100,2345000000.00
2026-04-07T18:54:47.238550,0,20,0,20,40,60,-67.1100,2345000000.19
2026-04-07T18:54:48.334304,0,21,0,21,42,63,-66.7200,2345000000.00
2026-04-07T18:54:49.416650,0,22,0,22,44,2,-66.2600,2345000000.00
2026-04-07T18:54:50.503626,0,23,0,23,46,5,-66.4500,2345000000.00
2026-04-07T18:54:51.588954,0,24,0,24,48,8,-66.9400,2345000000.00
2026-04-07T18:54:52.675334,0,25,0,25,50,11,-67.7900,2345000000.00
2026-04-07T18:54:53.762454,0,26,0,26,52,14,-68.7000,2345000000.00
2026-04-07T18:54:54.850473,0,27,0,27,54,17,-70.3800,2345000000.10
2026-04-07T18:54:55.932084,0,28,0,28,56,20,-72.8400,2345000000.00
2026-04-07T18:54:57.016267,0,29,0,29,58,23,-76.3500,2345000000.10
2026-04-07T18:54:58.103542,0,30,0,30,60,26,-83.3100,2345000000.10
2026-04-07T18:54:59.192313,0,31,0,31,62,29,-81.4300,2344999999.90
2026-04-07T18:55:00.277805,0,32,0,32,0,32,-74.8200,2344999999.90
2026-04-07T18:55:01.363544,0,33,0,33,2,35,-70.4700,2345000000.10
2026-04-07T18:55:02.446034,0,34,0,34,4,38,-68.1900,2345000000.00
2026-04-07T18:55:03.527947,0,35,0,35,6,41,-65.8300,2345000000.00
2026-04-07T18:55:04.609277,0,36,0,36,8,44,-64.1800,2344999999.90
2026-04-07T18:55:05.692393,0,37,0,37,10,47,-62.7300,2345000000.10
2026-04-07T18:55:06.775613,0,38,0,38,12,50,-61.7500,2344999999.90
2026-04-07T18:55:07.862552,0,39,0,39,14,53,-60.8400,2345000000.00
2026-04-07T18:55:08.952271,0,40,0,40,16,56,-60.0700,2345000000.00
2026-04-07T18:55:10.041336,0,41,0,41,18,59,-59.6500,2345000000.00
2026-04-07T18:55:11.128071,0,42,0,42,20,62,-59.1000,2345000000.00
2026-04-07T18:55:12.221308,0,43,0,43,22,1,-58.7000,2345000000.10
2026-04-07T18:55:13.302450,0,44,0,44,24,4,-58.5100,2345000000.10
2026-04-07T18:55:14.387264,0,45,0,45,26,7,-58.5300,2345000000.00
2026-04-07T18:55:15.472726,0,46,0,46,28,10,-58.4100,2345000000.00
2026-04-07T18:55:16.557482,0,47,0,47,30,13,-58.7200,2345000000.00
2026-04-07T18:55:17.640292,0,48,0,48,32,16,-58.8800,2345000000.00
2026-04-07T18:55:18.729612,0,49,0,49,34,19,-59.5100,2345000000.10
2026-04-07T18:55:19.829815,0,50,0,50,36,22,-59.9000,2344999999.90
2026-04-07T18:55:20.913552,0,51,0,51,38,25,-60.7300,2345000000.10
2026-04-07T18:55:21.998981,0,52,0,52,40,28,-61.2700,2345000000.00
2026-04-07T18:55:23.087218,0,53,0,53,42,31,-62.4500,2345000000.10
2026-04-07T18:55:24.194908,0,54,0,54,44,34,-63.1500,2345000000.10
2026-04-07T18:55:25.278652,0,55,0,55,46,37,-64.5900,2345000000.00
2026-04-07T18:55:26.365031,0,56,0,56,48,40,-66.0800,2345000000.00
2026-04-07T18:55:27.446829,0,57,0,57,50,43,-67.9000,2345000000.00
2026-04-07T18:55:28.535016,0,58,0,58,52,46,-69.9500,2345000000.00
2026-04-07T18:55:29.621296,0,59,0,59,54,49,-71.8800,2345000000.10
2026-04-07T18:55:30.712874,0,60,0,60,56,52,-72.9800,2345000000.10
2026-04-07T18:55:31.800608,0,61,0,61,58,55,-72.6500,2345000000.00
2026-04-07T18:55:32.884193,0,62,0,62,60,58,-71.4700,2345000000.19
2026-04-07T18:55:33.969040,0,63,0,63,62,61,-69.9400,2345000000.00
2026-04-07T18:55:35.056310,16,0,16,16,16,16,-68.6800,2345000000.10
2026-04-07T18:55:36.144806,16,1,16,17,18,19,-68.0600,2345000000.10
2026-04-07T18:55:37.234217,16,2,16,18,20,22,-67.2600,2345000000.10
2026-04-07T18:55:38.323660,16,3,16,19,22,25,-66.8700,2345000000.00
2026-04-07T18:55:39.410205,16,4,16,20,24,28,-66.5300,2345000000.00
2026-04-07T18:55:40.514138,16,5,16,21,26,31,-66.8100,2345000000.00
2026-04-07T18:55:41.601950,16,6,16,22,28,34,-66.7500,2344999999.90
2026-04-07T18:55:42.692496,16,7,16,23,30,37,-67.2400,2345000000.00
2026-04-07T18:55:43.797101,16,8,16,24,32,40,-68.5300,2345000000.00
2026-04-07T18:55:44.887295,16,9,16,25,34,43,-69.6200,2345000000.00
2026-04-07T18:55:45.975868,16,10,16,26,36,46,-70.6100,2345000000.00
2026-04-07T18:55:47.060908,16,11,16,27,38,49,-71.9200,2345000000.19
2026-04-07T18:55:48.143302,16,12,16,28,40,52,-72.6900,2345000000.10
2026-04-07T18:55:49.237570,16,13,16,29,42,55,-73.1800,2345000000.10
2026-04-07T18:55:50.331573,16,14,16,30,44,58,-72.5400,2345000000.00
2026-04-07T18:55:51.414355,16,15,16,31,46,61,-71.5700,2345000000.00
2026-04-07T18:55:52.498652,16,16,16,32,48,0,-70.3600,2345000000.10
2026-04-07T18:55:53.585457,16,17,16,33,50,3,-68.7500,2345000000.00
2026-04-07T18:55:54.675017,16,18,16,34,52,6,-68.0900,2345000000.00
2026-04-07T18:55:55.768328,16,19,16,35,54,9,-66.9100,2345000000.00
2026-04-07T18:55:56.852465,16,20,16,36,56,12,-66.9500,2345000000.00
2026-04-07T18:55:57.941472,16,21,16,37,58,15,-66.4500,2345000000.10
2026-04-07T18:55:59.029318,16,22,16,38,60,18,-66.4100,2345000000.00
2026-04-07T18:56:00.120385,16,23,16,39,62,21,-66.4400,2345000000.00
2026-04-07T18:56:01.207497,16,24,16,40,0,24,-67.3300,2345000000.00
2026-04-07T18:56:02.295525,16,25,16,41,2,27,-68.1100,2345000000.00
2026-04-07T18:56:03.382612,16,26,16,42,4,30,-69.1000,2345000000.00
2026-04-07T18:56:04.470476,16,27,16,43,6,33,-70.6100,2345000000.19
2026-04-07T18:56:05.558687,16,28,16,44,8,36,-73.4300,2345000000.00
2026-04-07T18:56:06.644719,16,29,16,45,10,39,-77.0700,2345000000.10
2026-04-07T18:56:07.726790,16,30,16,46,12,42,-83.9200,2344999999.90
2026-04-07T18:56:08.813163,16,31,16,47,14,45,-81.1100,2344999999.90
2026-04-07T18:56:09.903483,16,32,16,48,16,48,-74.9700,2345000000.10
2026-04-07T18:56:10.985517,16,33,16,49,18,51,-71.0800,2345000000.00
2026-04-07T18:56:12.070764,16,34,16,50,20,54,-68.2600,2345000000.00
2026-04-07T18:56:13.159773,16,35,16,51,22,57,-66.3000,2345000000.00
2026-04-07T18:56:14.250606,16,36,16,52,24,60,-64.3100,2345000000.00
2026-04-07T18:56:15.333879,16,37,16,53,26,63,-63.0100,2345000000.00
2026-04-07T18:56:16.415564,16,38,16,54,28,2,-61.6100,2345000000.10
2026-04-07T18:56:17.502351,16,39,16,55,30,5,-60.8600,2345000000.00
2026-04-07T18:56:18.590558,16,40,16,56,32,8,-60.0900,2345000000.00
2026-04-07T18:56:19.678960,16,41,16,57,34,11,-59.5100,2345000000.00
2026-04-07T18:56:20.764882,16,42,16,58,36,14,-59.1400,2345000000.10
2026-04-07T18:56:21.852660,16,43,16,59,38,17,-58.8700,2345000000.00
2026-04-07T18:56:22.935944,16,44,16,60,40,20,-58.4800,2344999999.90
2026-04-07T18:56:24.024545,16,45,16,61,42,23,-58.5000,2345000000.10
2026-04-07T18:56:25.109654,16,46,16,62,44,26,-58.6100,2345000000.00
