timestamp,n,m,ph1,ph2,ph3,ph4,power_dbm,freq_hz
2026-04-07T18:44:55.508069,0,0,0,0,0,0,-79.2500,2345000000.00
2026-04-07T18:44:56.594229,0,1,0,1,2,3,-73.9500,2345000000.00
2026-04-07T18:44:57.683695,0,2,0,2,4,6,-71.1400,2345000000.10
2026-04-07T18:44:58.772009,0,3,0,3,6,9,-68.6900,2345000000.00
2026-04-07T18:44:59.853037,0,4,0,4,8,12,-66.9800,2345000000.00
2026-04-07T18:45:00.939046,0,5,0,5,10,15,-66.0700,2345000000.00
2026-04-07T18:45:02.022025,0,6,0,6,12,18,-65.5600,2345000000.10
2026-04-07T18:45:03.110438,0,7,0,7,14,21,-65.2400,2345000000.00
2026-04-07T18:45:04.200002,0,8,0,8,16,24,-65.2800,2345000000.10
2026-04-07T18:45:05.300569,0,9,0,9,18,27,-65.7300,2345000000.00
2026-04-07T18:45:06.387530,0,10,0,10,20,30,-65.9400,2345000000.00
2026-04-07T18:45:07.475918,0,11,0,11,22,33,-66.5300,2345000000.00
2026-04-07T18:45:08.568606,0,12,0,12,24,36,-66.8000,2345000000.00
2026-04-07T18:45:09.672428,0,13,0,13,26,39,-68.5800,2345000000.00
2026-04-07T18:45:10.762460,0,14,0,14,28,42,-70.1400,2345000000.00
2026-04-07T18:45:11.852196,0,15,0,15,30,45,-73.0000,2345000000.00
2026-04-07T18:45:12.936485,0,16,0,16,32,48,-78.0700,2345000000.00
2026-04-07T18:45:14.030010,0,17,0,17,34,51,-83.4000,2345000000.00
2026-04-07T18:45:15.116796,0,18,0,18,36,54,-81.9900,2345000000.00
2026-04-07T18:45:16.212794,0,19,0,19,38,57,-75.7700,2345000000.00
2026-04-07T18:45:17.294762,0,20,0,20,40,60,-73.3000,2345000000.00
2026-04-07T18:45:18.384198,0,21,0,21,42,63,-70.5000,2345000000.19
2026-04-07T18:45:19.473426,0,22,0,22,44,2,-68.1100,2345000000.00
2026-04-07T18:45:20.558620,0,23,0,23,46,5,-67.0700,2345000000.10
2026-04-07T18:45:21.649763,0,24,0,24,48,8,-66.3100,2345000000.10
2026-04-07T18:45:22.733481,0,25,0,25,50,11,-65.9200,2345000000.00
2026-04-07T18:45:23.817989,0,26,0,26,52,14,-65.7000,2345000000.10
2026-04-07T18:45:24.905129,0,27,0,27,54,17,-65.8800,2345000000.10
2026-04-07T18:45:25.993072,0,28,0,28,56,20,-66.3600,2345000000.00
2026-04-07T18:45:27.084599,0,29,0,29,58,23,-67.2300,2345000000.19
2026-04-07T18:45:28.177069,0,30,0,30,60,26,-68.3400,2345000000.00
2026-04-07T18:45:29.262618,0,31,0,31,62,29,-69.6600,2345000000.00
2026-04-07T18:45:30.353087,0,32,0,32,0,32,-72.9300,2345000000.00
2026-04-07T18:45:31.444065,0,33,0,33,2,35,-77.0600,2345000000.00
2026-04-07T18:45:32.528864,0,34,0,34,4,38,-79.2100,2345000000.10
2026-04-07T18:45:33.618428,0,35,0,35,6,41,-76.2700,2345000000.10
2026-04-07T18:45:34.701876,0,36,0,36,8,44,-71.7200,2345000000.10
2026-04-07T18:45:35.791565,0,37,0,37,10,47,-68.3400,2345000000.00
2026-04-07T18:45:36.884765,0,38,0,38,12,50,-66.0300,2345000000.10
2026-04-07T18:45:37.973479,0,39,0,39,14,53,-64.1600,2345000000.10
2026-04-07T18:45:39.059476,0,40,0,40,16,56,-62.5000,2345000000.00
2026-04-07T18:45:40.147722,0,41,0,41,18,59,-61.4200,2345000000.00
2026-04-07T18:45:41.236293,0,42,0,42,20,62,-60.3000,2345000000.00
2026-04-07T18:45:42.323504,0,43,0,43,22,1,-59.1900,2345000000.10
2026-04-07T18:45:43.412842,0,44,0,44,24,4,-58.5400,2345000000.10
2026-04-07T18:45:44.505418,0,45,0,45,26,7,-58.0600,2345000000.10
2026-04-07T18:45:45.590767,0,46,0,46,28,10,-57.4900,2345000000.00
2026-04-07T18:45:46.678981,0,47,0,47,30,13,-57.3900,2345000000.00
2026-04-07T18:45:47.765077,0,48,0,48,32,16,-57.1600,2345000000.10
2026-04-07T18:45:48.854992,0,49,0,49,34,19,-57.4000,2345000000.00
2026-04-07T18:45:49.940397,0,50,0,50,36,22,-57.3800,2345000000.00
2026-04-07T18:45:51.029471,0,51,0,51,38,25,-57.6900,2345000000.10
2026-04-07T18:45:52.117781,0,52,0,52,40,28,-57.7600,2345000000.00
2026-04-07T18:45:53.209915,0,53,0,53,42,31,-58.3900,2345000000.00
2026-04-07T18:45:54.295348,0,54,0,54,44,34,-58.7400,2344999999.90
2026-04-07T18:45:55.384595,0,55,0,55,46,37,-59.5200,2345000000.10
2026-04-07T18:45:56.482323,0,56,0,56,48,40,-60.3000,2345000000.10
2026-04-07T18:45:57.571229,0,57,0,57,50,43,-61.5900,2345000000.00
2026-04-07T18:45:58.659852,0,58,0,58,52,46,-62.7600,2345000000.00
2026-04-07T18:45:59.753559,0,59,0,59,54,49,-64.6900,2345000000.00
2026-04-07T18:46:00.845040,0,60,0,60,56,52,-66.4600,2345000000.10
2026-04-07T18:46:01.932541,0,61,0,61,58,55,-69.0800,2345000000.00
2026-04-07T18:46:03.023121,0,62,0,62,60,58,-72.7200,2345000000.10
2026-04-07T18:46:04.127429,0,63,0,63,62,61,-77.6700,2345000000.19
2026-04-07T18:46:05.208496,16,0,16,16,16,16,-79.3600,2345000000.19
2026-04-07T18:46:06.294327,16,1,16,17,18,19,-74.5100,2345000000.10
2026-04-07T18:46:07.381588,16,2,16,18,20,22,-71.1600,2345000000.10
2026-04-07T18:46:08.483090,16,3,16,19,22,25,-68.6800,2345000000.10
2026-04-07T18:46:09.571541,16,4,16,20,24,28,-67.1500,2345000000.00
2026-04-07T18:46:10.656974,16,5,16,21,26,31,-66.2000,2345000000.00
2026-04-07T18:46:11.743608,16,6,16,22,28,34,-65.7700,2345000000.00
2026-04-07T18:46:12.833195,16,7,16,23,30,37,-65.3800,2345000000.10
2026-04-07T18:46:13.917234,16,8,16,24,32,40,-65.5000,2345000000.10
2026-04-07T18:46:15.005548,16,9,16,25,34,43,-65.8300,2345000000.00
2026-04-07T18:46:16.094833,16,10,16,26,36,46,-66.0900,2345000000.10
2026-04-07T18:46:17.189736,16,11,16,27,38,49,-66.9500,2345000000.00
