timestamp,angle_deg,power_dbm,freq_hz
2026-04-07T13:51:06.946197,-90.0000,-70.2900,2344999999.90
2026-04-07T13:51:10.857367,-88.0000,-68.6900,2345000000.10
2026-04-07T13:51:14.770756,-86.0000,-67.9900,2345000000.00
2026-04-07T13:51:18.682430,-84.0000,-68.2500,2344999999.90
2026-04-07T13:51:22.592042,-82.0000,-68.9300,2345000000.00
2026-04-07T13:51:26.508383,-80.0000,-69.1400,2344999999.90
2026-04-07T13:51:30.417424,-78.0000,-68.3500,2345000000.10
2026-04-07T13:51:34.329840,-76.0000,-67.2700,2345000000.00
2026-04-07T13:51:38.243158,-74.0000,-66.7500,2345000000.00
2026-04-07T13:51:42.153439,-72.0000,-67.0300,2345000000.10
2026-04-07T13:51:46.067281,-70.0000,-67.6800,2345000000.00
2026-04-07T13:51:49.978655,-68.0000,-68.2300,2345000000.10
2026-04-07T13:51:53.890580,-66.0000,-68.0900,2345000000.00
2026-04-07T13:51:57.802876,-64.0000,-67.7600,2345000000.10
2026-04-07T13:52:01.713493,-62.0000,-67.7700,2345000000.00
2026-04-07T13:52:05.626064,-60.0000,-68.6200,2345000000.00
2026-04-07T13:52:09.537504,-58.0000,-70.0000,2345000000.00
2026-04-07T13:52:13.451263,-56.0000,-72.1900,2345000000.00
2026-04-07T13:52:17.362303,-54.0000,-72.9300,2345000000.00
2026-04-07T13:52:21.275603,-52.0000,-71.5800,2345000000.00
2026-04-07T13:52:25.186915,-50.0000,-70.0200,2345000000.00
2026-04-07T13:52:29.099655,-48.0000,-69.0100,2345000000.10
2026-04-07T13:52:33.011900,-46.0000,-68.5000,2345000000.00
2026-04-07T13:52:36.921862,-44.0000,-68.1500,2345000000.00
2026-04-07T13:52:40.834908,-42.0000,-67.6200,2345000000.10
2026-04-07T13:52:44.745475,-40.0000,-67.0500,2345000000.19
2026-04-07T13:52:48.658328,-38.0000,-66.4800,2345000000.10
2026-04-07T13:52:52.570773,-36.0000,-66.0800,2345000000.00
2026-04-07T13:52:56.482618,-34.0000,-65.8900,2345000000.00
2026-04-07T13:53:00.393728,-32.0000,-65.9100,2345000000.00
2026-04-07T13:53:04.307483,-30.0000,-66.0300,2345000000.00
2026-04-07T13:53:08.218628,-28.0000,-66.4400,2345000000.00
2026-04-07T13:53:12.134072,-26.0000,-66.9900,2345000000.00
2026-04-07T13:53:16.042086,-24.0000,-67.5600,2345000000.00
2026-04-07T13:53:19.956224,-22.0000,-67.8400,2345000000.00
2026-04-07T13:53:23.866880,-20.0000,-67.5200,2345000000.00
2026-04-07T13:53:27.779240,-18.0000,-66.6100,2345000000.00
2026-04-07T13:53:31.692675,-16.0000,-65.3300,2345000000.10
2026-04-07T13:53:35.602768,-14.0000,-63.9500,2345000000.00
2026-04-07T13:53:39.516210,-12.0000,-62.6900,2345000000.00
2026-04-07T13:53:43.427945,-10.0000,-61.6800,2345000000.00
2026-04-07T13:53:47.339559,-8.0000,-60.9500,2345000000.19
2026-04-07T13:53:51.252001,-6.0000,-60.3800,2345000000.00
2026-04-07T13:53:55.166512,-4.0000,-59.8900,2345000000.10
2026-04-07T13:53:59.075859,-2.0000,-59.4300,2345000000.10
2026-04-07T13:54:02.988199,0.0000,-59.0200,2345000000.00
2026-04-07T13:54:06.899034,2.0000,-58.6800,2345000000.00
2026-04-07T13:54:10.811039,4.0000,-58.5800,2345000000.00
2026-04-07T13:54:14.725739,6.0000,-58.7200,2345000000.10
2026-04-07T13:54:18.636231,8.0000,-59.0800,2345000000.00
2026-04-07T13:54:22.547722,10.0000,-59.5200,2345000000.00
2026-04-07T13:54:26.459077,12.0000,-59.9200,2344999999.90
2026-04-07T13:54:30.372734,14.0000,-60.1900,2345000000.00
2026-04-07T13:54:34.286632,16.0000,-60.3400,2345000000.00
2026-04-07T13:54:38.197777,18.0000,-60.6800,2345000000.00
2026-04-07T13:54:42.109196,20.0000,-61.2000,2345000000.00
2026-04-07T13:54:46.019746,22.0000,-61.8800,2345000000.00
2026-04-07T13:54:49.933004,24.0000,-62.7500,2345000000.00
2026-04-07T13:54:53.870316,26.0000,-63.6000,2345000000.10
2026-04-07T13:54:57.759042,28.0000,-64.3400,2345000000.00
2026-04-07T13:55:01.668375,30.0000,-64.9100,2345000000.10
