timestamp,angle_deg,power_dbm,freq_hz
2026-04-04T16:38:44.951518,-180.0000,-9.5193,2345000000.00
2026-04-04T16:38:45.762933,-175.0000,-9.3882,2345000000.00
2026-04-04T16:38:46.567604,-170.0000,-11.4257,2345000000.00
2026-04-04T16:38:47.375985,-165.0000,-10.7906,2345000000.00
2026-04-04T16:38:48.185931,-160.0000,-12.5005,2345000000.00
2026-04-04T16:38:48.993572,-155.0000,-13.3313,2345000000.00
2026-04-04T16:38:49.801663,-150.0000,-14.9861,2345000000.00
2026-04-04T16:38:50.609295,-145.0000,-16.5200,2345000000.00
2026-04-04T16:38:51.415199,-140.0000,-17.8761,2345000000.00
2026-04-04T16:38:52.226532,-135.0000,-20.2124,2345000000.00
2026-04-04T16:38:53.036375,-130.0000,-21.5474,2345000000.00
2026-04-04T16:38:53.845311,-125.0000,-23.5015,2345000000.00
2026-04-04T16:38:54.656060,-120.0000,-24.8224,2345000000.00
2026-04-04T16:38:55.461091,-115.0000,-25.3579,2345000000.00
2026-04-04T16:38:56.268782,-110.0000,-28.4651,2345000000.00
2026-04-04T16:38:57.076566,-105.0000,-28.4535,2345000000.00
2026-04-04T16:38:57.887108,-100.0000,-29.3686,2345000000.00
2026-04-04T16:38:58.694200,-95.0000,-29.9788,2345000000.00
2026-04-04T16:38:59.504133,-90.0000,-29.7374,2345000000.00
2026-04-04T16:39:00.315161,-85.0000,-29.1042,2345000000.00
2026-04-04T16:39:01.120761,-80.0000,-29.2945,2345000000.00
2026-04-04T16:39:01.931795,-75.0000,-29.3074,2345000000.00
2026-04-04T16:39:02.739307,-70.0000,-27.8020,2345000000.00
2026-04-04T16:39:03.549775,-65.0000,-27.2337,2345000000.00
2026-04-04T16:39:04.357758,-60.0000,-26.1619,2345000000.00
2026-04-04T16:39:05.164635,-55.0000,-23.1928,2345000000.00
2026-04-04T16:39:05.972478,-50.0000,-21.5972,2345000000.00
2026-04-04T16:39:06.781859,-45.0000,-19.8911,2345000000.00
2026-04-04T16:39:07.589748,-40.0000,-18.4848,2345000000.00
2026-04-04T16:39:08.400749,-35.0000,-16.5268,2345000000.00
2026-04-04T16:39:09.204171,-30.0000,-15.5228,2345000000.00
2026-04-04T16:39:10.010100,-25.0000,-13.4813,2345000000.00
2026-04-04T16:39:10.819312,-20.0000,-12.2966,2345000000.00
2026-04-04T16:39:11.626380,-15.0000,-12.1473,2345000000.00
2026-04-04T16:39:12.434058,-10.0000,-11.6620,2345000000.00
2026-04-04T16:39:13.243423,-5.0000,-10.2955,2345000000.00
2026-04-04T16:39:14.050845,0.0000,-10.5089,2345000000.00
2026-04-04T16:39:14.861011,5.0000,-11.3066,2345000000.00
2026-04-04T16:39:15.667484,10.0000,-10.9033,2345000000.00
2026-04-04T16:39:16.479000,15.0000,-11.8436,2345000000.00
2026-04-04T16:39:17.289924,20.0000,-11.6298,2345000000.00
2026-04-04T16:39:18.094662,25.0000,-13.8344,2345000000.00
2026-04-04T16:39:18.906152,30.0000,-15.3245,2345000000.00
2026-04-04T16:39:19.717515,35.0000,-16.3228,2345000000.00
2026-04-04T16:39:20.527336,40.0000,-18.2258,2345000000.00
2026-04-04T16:39:21.335004,45.0000,-20.1470,2345000000.00
2026-04-04T16:39:22.144317,50.0000,-21.5498,2345000000.00
2026-04-04T16:39:22.952593,55.0000,-23.2676,2345000000.00
2026-04-04T16:39:23.760960,60.0000,-25.3959,2345000000.00
2026-04-04T16:39:24.570742,65.0000,-27.0013,2345000000.00
2026-04-04T16:39:25.381045,70.0000,-28.1407,2345000000.00
2026-04-04T16:39:26.192336,75.0000,-27.5935,2345000000.00
2026-04-04T16:39:27.002699,80.0000,-30.1559,2345000000.00
2026-04-04T16:39:27.810898,85.0000,-30.8379,2345000000.00
2026-04-04T16:39:28.619605,90.0000,-29.5436,2345000000.00
2026-04-04T16:39:29.426546,95.0000,-29.2579,2345000000.00
2026-04-04T16:39:30.235277,100.0000,-30.0110,2345000000.00
2026-04-04T16:39:31.041999,105.0000,-29.5268,2345000000.00
2026-04-04T16:39:31.852821,110.0000,-27.5233,2345000000.00
2026-04-04T16:39:32.663627,115.0000,-26.6758,2345000000.00
2026-04-04T16:39:33.474408,120.0000,-24.6769,2345000000.00
2026-04-04T16:39:34.285762,125.0000,-23.5254,2345000000.00
2026-04-04T16:39:35.097272,130.0000,-21.0732,2345000000.00
2026-04-04T16:39:35.908628,135.0000,-19.1738,2345000000.00
2026-04-04T16:39:36.719226,140.0000,-17.9446,2345000000.00
2026-04-04T16:39:37.525843,145.0000,-16.8368,2345000000.00
2026-04-04T16:39:38.333976,150.0000,-15.0611,2345000000.00
2026-04-04T16:39:39.145323,155.0000,-13.2522,2345000000.00
2026-04-04T16:39:39.953739,160.0000,-12.3537,2345000000.00
2026-04-04T16:39:40.757681,165.0000,-11.3063,2345000000.00
2026-04-04T16:39:41.562020,170.0000,-10.5560,2345000000.00
2026-04-04T16:39:42.370729,175.0000,-9.2337,2345000000.00
2026-04-04T16:39:43.177903,180.0000,-10.6317,2345000000.00
