timestamp,phase_1,phase_2,phase_3,phase_4,power_dbm,freq_hz
2026-04-05T17:25:46.385403,0,0,0,0,-68.9100,2345000000.00
2026-04-05T17:25:46.918236,0,0,0,0,-68.9100,2345000000.00
2026-04-05T17:25:47.457479,8,0,0,0,-68.9100,2345000000.00
2026-04-05T17:25:47.996582,16,0,0,0,-68.9100,2345000000.00
2026-04-05T17:25:48.533163,24,0,0,0,-68.9000,2345000000.00
2026-04-05T17:25:49.071813,32,0,0,0,-68.9000,2345000000.00
2026-04-05T17:25:49.610005,40,0,0,0,-68.9000,2345000000.00
2026-04-05T17:25:50.144569,48,0,0,0,-68.9000,2345000000.00
2026-04-05T17:25:50.693452,56,0,0,0,-68.9000,2345000000.00
2026-04-05T17:25:51.230803,24,0,0,0,-68.9000,2345000000.00
2026-04-05T17:25:51.768372,24,8,0,0,-68.9000,2345000000.00
2026-04-05T17:25:52.307378,24,16,0,0,-68.9000,2345000000.00
