timestamp,phase_1,phase_2,phase_3,phase_4,power_dbm,freq_hz
2026-04-05T17:26:24.646817,0,0,0,0,-52.2300,2345000000.00
2026-04-05T17:26:25.183293,0,0,0,0,-52.2200,2345000000.00
2026-04-05T17:26:25.721851,8,0,0,0,-52.2100,2345000000.00
2026-04-05T17:26:26.259991,16,0,0,0,-52.2100,2345000000.00
2026-04-05T17:26:26.796207,24,0,0,0,-52.2100,2345000000.00
2026-04-05T17:26:27.331814,32,0,0,0,-52.2100,2345000000.00
2026-04-05T17:26:27.868326,40,0,0,0,-52.2100,2345000000.00
2026-04-05T17:26:28.413693,48,0,0,0,-52.2100,2345000000.00
2026-04-05T17:26:28.950221,56,0,0,0,-52.2100,2345000000.00
2026-04-05T17:26:29.489776,8,0,0,0,-52.2100,2345000000.00
2026-04-05T17:26:30.022021,8,8,0,0,-52.2100,2345000000.00
2026-04-05T17:26:30.559428,8,16,0,0,-52.2100,2345000000.00
2026-04-05T17:26:31.103427,8,24,0,0,-52.2100,2345000000.00
2026-04-05T17:26:31.640260,8,32,0,0,-52.2100,2345000000.00
2026-04-05T17:26:32.177364,8,40,0,0,-52.2100,2345000000.00
2026-04-05T17:26:32.716114,8,48,0,0,-52.2100,2345000000.00
2026-04-05T17:26:33.254134,8,56,0,0,-52.2100,2345000000.00
2026-04-05T17:26:33.790401,8,0,0,0,-52.2100,2345000000.00
2026-04-05T17:26:34.328794,8,0,8,0,-52.2100,2345000000.00
2026-04-05T17:26:34.867092,8,0,16,0,-52.2100,2345000000.00
2026-04-05T17:26:35.406746,8,0,24,0,-52.2100,2345000000.00
2026-04-05T17:26:35.946740,8,0,32,0,-52.2100,2345000000.00
2026-04-05T17:26:36.484953,8,0,40,0,-52.2100,2345000000.00
2026-04-05T17:26:37.019510,8,0,48,0,-52.2100,2345000000.00
2026-04-05T17:26:37.559205,8,0,56,0,-52.2100,2345000000.00
2026-04-05T17:26:38.094129,8,0,0,0,-52.2000,2345000000.00
2026-04-05T17:26:38.631850,8,0,0,8,-52.2000,2345000000.00
2026-04-05T17:26:39.171711,8,0,0,16,-52.2000,2345000000.00
2026-04-05T17:26:39.741577,8,0,0,24,-52.2000,2345000000.00
2026-04-05T17:26:40.280514,8,0,0,32,-52.2000,2345000000.00
