timestamp,phase_1,phase_2,phase_3,phase_4,power_dbm,freq_hz
2026-04-03T14:10:59.120732,0,0,0,0,-45.8900,2345000000.00
2026-04-03T14:10:59.308072,0,0,0,0,-45.7900,2345000000.00
2026-04-03T14:10:59.493782,8,0,0,0,-45.5900,2345000000.00
2026-04-03T14:10:59.678405,16,0,0,0,-45.1500,2345000000.00
2026-04-03T14:10:59.867546,24,0,0,0,-44.9300,2345000000.00
2026-04-03T14:11:00.052559,32,0,0,0,-44.9300,2345000000.00
2026-04-03T14:11:00.236945,40,0,0,0,-44.9300,2345000000.00
2026-04-03T14:11:00.422503,48,0,0,0,-44.9300,2345000000.00
2026-04-03T14:11:00.611466,56,0,0,0,-44.9300,2345000000.00
2026-04-03T14:11:00.798558,24,0,0,0,-44.9300,2345000000.00
2026-04-03T14:11:00.981603,24,8,0,0,-44.9300,2345000000.00
2026-04-03T14:11:01.169236,24,16,0,0,-44.9300,2345000000.00
2026-04-03T14:11:01.358052,24,24,0,0,-44.9300,2345000000.00
2026-04-03T14:11:01.542472,24,32,0,0,-44.9300,2345000000.00
2026-04-03T14:11:01.728520,24,40,0,0,-44.9300,2345000000.00
2026-04-03T14:11:01.918129,24,48,0,0,-44.9300,2345000000.00
2026-04-03T14:11:02.102913,24,56,0,0,-44.9300,2345000000.00
2026-04-03T14:11:02.290015,24,0,0,0,-44.9300,2345000000.00
2026-04-03T14:11:02.483263,24,0,8,0,-44.9300,2345000000.00
2026-04-03T14:11:02.668690,24,0,16,0,-44.9300,2345000000.00
2026-04-03T14:11:02.857066,24,0,24,0,-44.9300,2345000000.00
2026-04-03T14:11:03.045328,24,0,32,0,-44.9300,2345000000.00
2026-04-03T14:11:03.234242,24,0,40,0,-44.9300,2345000000.00
2026-04-03T14:11:03.424703,24,0,48,0,-44.9300,2345000000.00
2026-04-03T14:11:03.613773,24,0,56,0,-44.9300,2345000000.00
2026-04-03T14:11:03.798217,24,0,0,0,-44.9300,2345000000.00
2026-04-03T14:11:03.985858,24,0,0,8,-44.9300,2345000000.00
2026-04-03T14:11:04.172955,24,0,0,16,-44.9300,2345000000.00
2026-04-03T14:11:04.370402,24,0,0,24,-44.9300,2345000000.00
2026-04-03T14:11:04.556828,24,0,0,32,-44.9300,2345000000.00
2026-04-03T14:11:04.745670,24,0,0,40,-44.9300,2345000000.00
2026-04-03T14:11:04.929494,24,0,0,48,-44.9300,2345000000.00
2026-04-03T14:11:05.116015,24,0,0,56,-44.9300,2345000000.00
2026-04-03T14:11:05.302390,0,0,0,0,-44.9300,2345000000.00
2026-04-03T14:11:05.490031,8,0,0,0,-44.9300,2345000000.00
2026-04-03T14:11:05.677342,16,0,0,0,-44.9300,2345000000.00
2026-04-03T14:11:05.865556,24,0,0,0,-44.9300,2345000000.00
2026-04-03T14:11:06.051495,32,0,0,0,-44.9300,2345000000.00
2026-04-03T14:11:06.239733,40,0,0,0,-44.9300,2345000000.00
2026-04-03T14:11:06.428285,48,0,0,0,-44.9300,2345000000.00
2026-04-03T14:11:06.615586,56,0,0,0,-44.9300,2345000000.00
2026-04-03T14:11:06.802395,0,0,0,0,-44.9300,2345000000.00
2026-04-03T14:11:06.990551,0,8,0,0,-44.9300,2345000000.00
2026-04-03T14:11:07.174794,0,16,0,0,-44.9300,2345000000.00
2026-04-03T14:11:07.360521,0,24,0,0,-44.9300,2345000000.00
2026-04-03T14:11:07.549209,0,32,0,0,-44.9300,2345000000.00
2026-04-03T14:11:07.737756,0,40,0,0,-44.9300,2345000000.00
2026-04-03T14:11:07.925962,0,48,0,0,-44.9300,2345000000.00
2026-04-03T14:11:08.110300,0,56,0,0,-44.9300,2345000000.00
2026-04-03T14:11:08.298371,0,0,0,0,-44.9300,2345000000.00
2026-04-03T14:11:08.485129,0,0,8,0,-44.9300,2345000000.00
2026-04-03T14:11:08.693545,0,0,16,0,-44.9300,2345000000.00
2026-04-03T14:11:08.878405,0,0,24,0,-44.9300,2345000000.00
2026-04-03T14:11:09.069965,0,0,32,0,-44.9300,2345000000.00
2026-04-03T14:11:09.258033,0,0,40,0,-44.9300,2345000000.00
2026-04-03T14:11:09.446071,0,0,48,0,-44.9300,2345000000.00
2026-04-03T14:11:09.633630,0,0,56,0,-44.9300,2345000000.00
2026-04-03T14:11:09.821469,0,0,0,0,-44.9300,2345000000.00
