timestamp,phase_1,phase_2,phase_3,phase_4,power_dbm,freq_hz
2026-04-03T17:02:45.272018,0,0,0,0,-47.0600,2345000000.00
2026-04-03T17:02:46.309250,0,0,0,0,-47.4100,2345000000.00
2026-04-03T17:02:47.345393,4,0,0,0,-47.1000,2345000000.00
2026-04-03T17:02:48.381754,8,0,0,0,-46.9700,2345000000.00
2026-04-03T17:02:49.420628,12,0,0,0,-47.0500,2345000000.00
2026-04-03T17:02:50.458709,16,0,0,0,-47.3900,2345000000.00
2026-04-03T17:02:51.507103,20,0,0,0,-47.4300,2345000000.00
2026-04-03T17:02:52.545455,24,0,0,0,-47.4700,2345000000.00
2026-04-03T17:02:53.584721,28,0,0,0,-47.4300,2345000000.00
2026-04-03T17:02:54.622633,32,0,0,0,-47.2900,2345000000.00
2026-04-03T17:02:55.661466,36,0,0,0,-47.3600,2345000000.00
2026-04-03T17:02:56.701732,40,0,0,0,-47.0300,2345000000.00
2026-04-03T17:02:57.735402,44,0,0,0,-47.2000,2345000000.00
2026-04-03T17:02:58.773251,48,0,0,0,-47.2100,2345000000.00
2026-04-03T17:02:59.808326,52,0,0,0,-47.1500,2345000000.00
2026-04-03T17:03:00.845678,56,0,0,0,-47.2100,2345000000.00
2026-04-03T17:03:01.881435,60,0,0,0,-47.0800,2345000000.00
2026-04-03T17:03:02.920245,8,0,0,0,-47.1700,2345000000.00
2026-04-03T17:03:03.955926,8,4,0,0,-47.1300,2345000000.00
2026-04-03T17:03:05.001914,8,8,0,0,-47.1100,2345000000.00
2026-04-03T17:03:06.038368,8,12,0,0,-47.1600,2345000000.00
2026-04-03T17:03:07.075152,8,16,0,0,-46.7400,2345000000.00
2026-04-03T17:03:08.112704,8,20,0,0,-47.1600,2345000000.00
2026-04-03T17:03:09.149345,8,24,0,0,-46.8900,2345000000.00
2026-04-03T17:03:10.187531,8,28,0,0,-47.1200,2345000000.00
2026-04-03T17:03:11.223733,8,32,0,0,-47.1400,2345000000.00
2026-04-03T17:03:12.270787,8,36,0,0,-47.0900,2345000000.00
2026-04-03T17:03:13.304238,8,40,0,0,-47.0600,2345000000.00
2026-04-03T17:03:14.340514,8,44,0,0,-47.4500,2345000000.00
2026-04-03T17:03:15.379145,8,48,0,0,-47.4900,2345000000.00
2026-04-03T17:03:16.415837,8,52,0,0,-47.1500,2345000000.00
2026-04-03T17:03:17.450415,8,56,0,0,-46.8000,2345000000.00
2026-04-03T17:03:18.487509,8,60,0,0,-47.5200,2345000000.00
2026-04-03T17:03:19.523742,8,16,0,0,-47.4700,2345000000.00
2026-04-03T17:03:20.556804,8,16,4,0,-47.5100,2345000000.00
2026-04-03T17:03:21.595496,8,16,8,0,-47.4700,2345000000.00
2026-04-03T17:03:22.635067,8,16,12,0,-47.3200,2345000000.00
2026-04-03T17:03:23.673563,8,16,16,0,-47.3200,2345000000.00
2026-04-03T17:03:24.712743,8,16,20,0,-47.2900,2345000000.00
2026-04-03T17:03:25.749657,8,16,24,0,-47.1200,2345000000.00
2026-04-03T17:03:26.785742,8,16,28,0,-47.4000,2345000000.00
2026-04-03T17:03:27.823008,8,16,32,0,-47.2400,2345000000.00
2026-04-03T17:03:28.860792,8,16,36,0,-47.3000,2345000000.00
2026-04-03T17:03:29.894836,8,16,40,0,-47.3500,2345000000.00
2026-04-03T17:03:30.929612,8,16,44,0,-47.4600,2345000000.00
2026-04-03T17:03:31.968548,8,16,48,0,-47.0800,2345000000.00
2026-04-03T17:03:33.022675,8,16,52,0,-47.0000,2345000000.00
2026-04-03T17:03:34.061223,8,16,56,0,-46.9300,2345000000.00
2026-04-03T17:03:35.096512,8,16,60,0,-47.2900,2345000000.00
2026-04-03T17:03:36.131894,8,16,56,0,-46.9400,2345000000.00
2026-04-03T17:03:37.166816,8,16,56,4,-46.9900,2345000000.00
2026-04-03T17:03:38.200032,8,16,56,8,-47.2000,2345000000.00
2026-04-03T17:03:39.235800,8,16,56,12,-47.1900,2345000000.00
2026-04-03T17:03:40.274066,8,16,56,16,-47.2700,2345000000.00
2026-04-03T17:03:41.311655,8,16,56,20,-47.1300,2345000000.00
2026-04-03T17:03:42.350778,8,16,56,24,-47.0100,2345000000.00
2026-04-03T17:03:43.387884,8,16,56,28,-47.2600,2345000000.00
2026-04-03T17:03:44.425503,8,16,56,32,-47.4500,2345000000.00
