timestamp,n,m,ph1,ph2,ph3,ph4,power_dbm,freq_hz
2026-04-09T18:12:21.688203,0,0,0,0,0,0,-63.8800,2399999999.90
2026-04-09T18:12:23.779716,0,1,0,1,2,3,-62.9300,2399999999.90
2026-04-09T18:12:25.870025,0,2,0,2,4,6,-62.1700,2399999999.90
2026-04-09T18:12:27.964256,0,3,0,3,6,9,-61.6900,2399999999.80
2026-04-09T18:12:30.058032,0,4,0,4,8,12,-61.1000,2399999999.90
2026-04-09T18:12:32.145489,0,5,0,5,10,15,-61.1100,2399999999.90
2026-04-09T18:12:34.231602,0,6,0,6,12,18,-61.0500,2399999999.80
2026-04-09T18:12:36.322444,0,7,0,7,14,21,-61.2900,2399999999.80
2026-04-09T18:12:38.406116,0,8,0,8,16,24,-61.5100,2399999999.90
2026-04-09T18:12:40.496892,0,9,0,9,18,27,-62.1400,2399999999.90
2026-04-09T18:12:42.589573,0,10,0,10,20,30,-62.5000,2399999999.90
2026-04-09T18:12:44.681282,0,11,0,11,22,33,-63.3500,2400000000.00
2026-04-09T18:12:46.780422,0,12,0,12,24,36,-63.6100,2399999999.90
2026-04-09T18:12:48.866630,0,13,0,13,26,39,-64.9300,2399999999.90
2026-04-09T18:12:50.958357,0,14,0,14,28,42,-65.6600,2400000000.00
2026-04-09T18:12:53.045423,0,15,0,15,30,45,-66.8400,2399999999.90
2026-04-09T18:12:55.134846,0,16,0,16,32,48,-67.2400,2399999999.90
2026-04-09T18:12:57.220486,0,17,0,17,34,51,-68.5200,2399999999.90
2026-04-09T18:12:59.303596,0,18,0,18,36,54,-68.5400,2399999999.90
2026-04-09T18:13:01.396067,0,19,0,19,38,57,-68.4800,2400000000.00
2026-04-09T18:13:03.487358,0,20,0,20,40,60,-67.8400,2399999999.90
2026-04-09T18:13:05.576870,0,21,0,21,42,63,-67.5500,2400000000.00
2026-04-09T18:13:07.668849,0,22,0,22,44,2,-66.9800,2399999999.69
2026-04-09T18:13:09.753007,0,23,0,23,46,5,-66.7000,2399999999.90
